Speed Value,Angle,Ground Noise,Mean Speed,Success,Reward
1.5,-10.0,0.001,0.5898534172728588,True,1113.0755688410864
1.5,-8.947368421052632,0.001,0.4515140059193339,True,1568.7392963031236
1.5,-7.894736842105265,0.001,0.0,False,-100.57840842605509
1.5,-6.842105263157895,0.001,0.0,False,-100.61847002830274
1.5,-5.7894736842105265,0.001,0.0,False,-101.20907461600662
1.5,-4.736842105263158,0.001,0.0,False,-99.60795981939394
1.5,-3.68421052631579,0.001,0.0,False,-100.58718402160376
1.5,-2.6315789473684212,0.001,0.0,False,-127.06023946216689
1.5,-1.578947368421053,0.001,0.25387506180452635,True,1492.5542211829802
1.5,-0.526315789473685,0.001,0.0,False,-104.04139565918742
1.5,0.5263157894736833,0.001,0.20839884916046625,True,1428.1659189271168
1.5,1.5789473684210513,0.001,0.0,False,-98.71078999311375
1.5,2.6315789473684212,0.001,0.1217857563152841,True,1515.027384815881
1.5,3.68421052631579,0.001,0.0,False,-100.58102710086615
1.5,4.7368421052631575,0.001,0.0,False,-108.30056523341621
1.5,5.789473684210526,0.001,0.0,False,-100.6672914406693
1.5,6.842105263157894,0.001,0.0,False,-109.18903585990478
1.5,7.894736842105265,0.001,0.0,False,-113.59779117315719
1.5,8.947368421052632,0.001,0.0,False,-110.80207714691663
1.5,10.0,0.001,0.0,False,-101.79047921447312
