tag,hidden_size,lr,batch_size,best_val_fair,best_val_inloss,best_epoch,epochs
hs256_lr0.001_bs32,256,0.001,32,0.06266432564352052,0.06266432459707613,98,348
hs256_lr0.001_bs64,256,0.001,64,0.06407378458943977,0.06407378404228775,217,467
hs256_lr0.0003_bs32,256,0.0003,32,0.06520688174447666,0.06520688048115483,240,490
hs256_lr0.0003_bs64,256,0.0003,64,0.06640553704023154,0.06640553612399984,216,466
hs512_lr0.001_bs32,512,0.001,32,0.06297795021414963,0.06297795204100785,160,410
hs512_lr0.001_bs64,512,0.001,64,0.06313452433656763,0.06313452383986226,221,471
hs512_lr0.0003_bs32,512,0.0003,32,0.06394384718776025,0.06394384608224586,160,410
hs512_lr0.0003_bs64,512,0.0003,64,0.06488613908705129,0.06488613806388996,222,472
