tag,hidden_size,lr,batch_size,best_val_fair,best_val_inloss,best_epoch,epochs
hs256_lr0.001_bs32,256,0.001,32,0.06203824419968037,0.15703258922806493,98,348
hs256_lr0.001_bs64,256,0.001,64,0.06272937133563337,0.16032400528589885,215,465
hs256_lr0.0003_bs32,256,0.0003,32,0.06500335700327048,0.1669040866472103,295,545
hs256_lr0.0003_bs64,256,0.0003,64,0.06355578961385483,0.1616856058438619,217,467
hs512_lr0.001_bs32,512,0.001,32,0.06269954155518294,0.16055173973242443,160,410
hs512_lr0.001_bs64,512,0.001,64,0.06218891619549443,0.15810092444773075,247,497
hs512_lr0.0003_bs32,512,0.0003,32,0.062131431726825045,0.15836566907388192,160,410
hs512_lr0.0003_bs64,512,0.0003,64,0.06313084652388676,0.16127225028143988,249,499
