tag,hidden_size,lr,batch_size,best_val_fair,best_val_inloss,best_epoch,epochs
hs256_lr0.001_bs32,256,0.001,32,0.041708343477781726,0.09252201307702948,2,252
hs256_lr0.001_bs64,256,0.001,64,0.040382130131884304,0.09178200435859185,3,253
hs256_lr0.0003_bs32,256,0.0003,32,0.04439347446637435,0.09168201756698113,3,253
hs256_lr0.0003_bs64,256,0.0003,64,0.04410941399789105,0.09151393710463135,11,261
hs512_lr0.001_bs32,512,0.001,32,0.04388184685398031,0.10241693225171832,1,251
hs512_lr0.001_bs64,512,0.001,64,0.043332439172943986,0.10109090788496865,1,251
hs512_lr0.0003_bs32,512,0.0003,32,0.042708077970719724,0.0985023926253672,1,251
hs512_lr0.0003_bs64,512,0.0003,64,0.04256820191060089,0.09796638400466354,3,253
