tag,hidden_size,lr,batch_size,best_val_fair,best_val_inloss,best_epoch,epochs
hs256_lr0.0003_bs32,256,0.0003,32,0.04790079219922148,0.177778583433893,3,253
hs256_lr0.0003_bs64,256,0.0003,64,0.047012318211124726,0.18453406007201584,6,256
hs256_lr0.001_bs32,256,0.001,32,0.04425562591878352,0.1979673695785028,1,251
hs256_lr0.001_bs64,256,0.001,64,0.04343927857397055,0.1928699286999526,1,251
hs512_lr0.0003_bs32,512,0.0003,32,0.04261223089932981,0.19048403876799125,1,251
hs512_lr0.0003_bs64,512,0.0003,64,0.0428262794830112,0.18768223292297787,3,253
hs512_lr0.001_bs32,512,0.001,32,0.05174239685551988,0.20543118472452518,2,252
hs512_lr0.001_bs64,512,0.001,64,0.04441383485854776,0.19197249478764003,1,251
