tag,hidden_size,lr,batch_size,best_val,best_epoch,epochs
hs512_lr0.001_bs32,512,0.001,32,0.16001549506628954,160,410
hs512_lr0.001_bs64,512,0.001,64,0.15350114394117284,297,547
hs512_lr0.0003_bs32,512,0.0003,32,0.15908483686270536,160,410
hs512_lr0.0003_bs64,512,0.0003,64,0.1597094499402576,297,547
