tag,hidden_size,lr,batch_size,best_val_fair,best_val_inloss,best_epoch,epochs
hs256_lr0.001_bs32,256,0.001,32,0.0611146764786638,0.3095303067454585,98,348
hs256_lr0.001_bs64,256,0.001,64,0.06357769299841796,0.3214944126429381,217,467
hs256_lr0.0003_bs32,256,0.0003,32,0.06438372363983136,0.32739904677426374,300,550
hs256_lr0.0003_bs64,256,0.0003,64,0.06316160812103017,0.3204045757099434,215,465
hs512_lr0.001_bs32,512,0.001,32,0.061345410310335594,0.31205641516932736,275,525
hs512_lr0.001_bs64,512,0.001,64,0.06222648335431047,0.3152054614490933,249,499
hs512_lr0.0003_bs32,512,0.0003,32,0.06291107217505298,0.315614284409417,160,410
hs512_lr0.0003_bs64,512,0.0003,64,0.06385648973777683,0.3240281259572064,342,592
