tag,hidden_size,lr,batch_size,best_val_fair,best_val_inloss,best_epoch,epochs
hs256_lr0.0003_bs32,256,0.0003,32,0.03962199373377694,0.09770955012904273,3,253
hs256_lr0.0003_bs64,256,0.0003,64,0.03963759670948127,0.09737150674616848,11,261
hs256_lr0.001_bs32,256,0.001,32,0.03979160709703272,0.09840776324272156,3,253
hs256_lr0.001_bs64,256,0.001,64,0.040205764586830305,0.09958212320451383,6,256
hs512_lr0.0003_bs32,512,0.0003,32,0.04213346997362182,0.10488087192729667,3,253
hs512_lr0.0003_bs64,512,0.0003,64,0.04046756034561743,0.10061296616439466,3,253
hs512_lr0.001_bs32,512,0.001,32,0.043376141285558265,0.10574289736924349,3,253
hs512_lr0.001_bs64,512,0.001,64,0.03964045068887235,0.09775965980909489,3,253
