tag,hidden_size,lr,batch_size,best_val_fair,best_val_inloss,best_epoch,epochs
hs256_lr0.001_bs32,256,0.001,32,0.04007098881820976,0.04007099074897943,4,254
hs256_lr0.001_bs64,256,0.001,64,0.040193279238452236,0.04019327751464314,6,256
hs256_lr0.0003_bs32,256,0.0003,32,0.039737220150763516,0.03973722099154084,3,253
hs256_lr0.0003_bs64,256,0.0003,64,0.03958774025258781,0.039587739634293094,11,261
hs512_lr0.001_bs32,512,0.001,32,0.04280090667307377,0.042800907238766,3,253
hs512_lr0.001_bs64,512,0.001,64,0.04135004428680986,0.0413500448067983,3,253
hs512_lr0.0003_bs32,512,0.0003,32,0.04149691893425943,0.0414969171638842,7,257
hs512_lr0.0003_bs64,512,0.0003,64,0.04192799830860976,0.041927996608946055,8,258
