batch_size,hidden_size,num_epochs,learning_rate,final_train_loss,final_val_loss
32,256,440,0.0001,0.017564152120826543,0.016282470636557803
32,256,450,0.0001,0.017377762099487517,0.01619587031367955
32,256,460,0.0001,0.017322785239381393,0.016088840258856787
32,256,470,0.0001,0.017216309208088684,0.016023044628965543
32,256,480,0.0001,0.017030696158401293,0.015924153650203908
32,256,490,0.0001,0.016853559073427574,0.01591805523204491
32,256,500,0.0001,0.0169776287826524,0.01591013445148822
32,256,510,0.0001,0.016923959931476894,0.015792267165232174
32,256,520,0.0001,0.016971246005164326,0.015800666885539955
32,256,530,0.0001,0.017049537323562007,0.015752942313533684
32,256,540,0.0001,0.01664446293492547,0.015705505089110422
32,256,550,0.0001,0.016691879672966328,0.015690132442812994
32,256,560,0.0001,0.016562271608484,0.015563827069012619
32,256,570,0.0001,0.016656764022826627,0.015529775418601443
32,256,580,0.0001,0.016631099568675853,0.015507568462902282
32,256,590,0.0001,0.016489129122224364,0.015557257340627207
32,256,600,0.0001,0.016496648262020536,0.015479938269442346
32,256,610,0.0001,0.016459415945951995,0.01542446486993518
32,256,620,0.0001,0.01654617537293966,0.01543795606568781
32,256,630,0.0001,0.0163117980653791,0.015375995105661159
32,256,640,0.0001,0.01629842949432017,0.015271610616986928
32,256,650,0.0001,0.016362442747084524,0.015388176646327608
32,256,660,0.0001,0.016385364698763748,0.015296459873105241
32,256,670,0.0001,0.016420765048304586,0.01533615142188348
32,256,680,0.0001,0.016143436097342284,0.015267802943276267
32,256,690,0.0001,0.01627496722678061,0.015223766656747031
32,256,700,0.0001,0.016363755496182117,0.015232063874634853
32,256,710,0.0001,0.016349471787589907,0.0152753421581273
32,256,720,0.0001,0.01589566440254254,0.015170920880177916
32,256,730,0.0001,0.016114310473529722,0.015107851516146327
32,256,740,0.0001,0.01597239631808952,0.015178421170625624
32,256,750,0.0001,0.016149563189082387,0.015013532070483704
32,256,760,0.0001,0.016094458601243908,0.015030418266440583
32,256,770,0.0001,0.01599834737300677,0.015031242612993352
32,256,780,0.0001,0.015958217879516814,0.015030762282358768
32,256,790,0.0001,0.01605348917910385,0.015030639770737642
32,256,800,0.0001,0.016071557289466295,0.014944267085057939
32,256,810,0.0001,0.01593124606652711,0.015008378806462976
32,256,820,0.0001,0.015725140417039526,0.014989939965633066
32,256,830,0.0001,0.015989699604751897,0.015008047503707971
32,256,840,0.0001,0.015812704732939113,0.014873941258149117
32,256,850,0.0001,0.015754326432128183,0.014819916732218849
32,256,860,0.0001,0.015498038136789523,0.014914066746310376
32,256,870,0.0001,0.015723425939809573,0.014882879640793175
32,256,880,0.0001,0.015646454639716534,0.014899070891165317
32,256,890,0.0001,0.015863400352079445,0.014907199808083247
32,256,900,0.0001,0.01579790217577759,0.01485526881802941
32,256,910,0.0001,0.015943749589719187,0.014867388431845013
32,256,920,0.0001,0.01567275298421049,0.014795348463035046
32,256,930,0.0001,0.015834510976477187,0.014822116133850474
32,256,940,0.0001,0.01568848224197814,0.014811413647306017
32,256,950,0.0001,0.015624477888744822,0.014815899250646606
32,256,960,0.0001,0.015381722800694487,0.014815776478743188
32,256,970,0.0001,0.015641220865661127,0.014767255837414983
32,256,980,0.0001,0.015225765562292262,0.01469686130818191
32,256,990,0.0001,0.015579186966826149,0.014759735200212513
32,256,1000,0.0001,0.01557922358797859,0.01476749009961124
32,256,1010,0.0001,0.01557927562384428,0.01464016243457534
32,256,1020,0.0001,0.015364468232188497,0.014688918297890752
32,256,1030,0.0001,0.015382679423859395,0.014701351238715597
32,256,1040,0.0001,0.015462356786645084,0.014716060466120857
32,256,1050,0.0001,0.015454065686405618,0.014651326918120468
32,256,1060,0.0001,0.015506454761786064,0.014640572460522819
32,256,1070,0.0001,0.015193584112193705,0.014602622053866563
32,256,1080,0.0001,0.015372350062009281,0.014668912590200724
32,256,1090,0.0001,0.01541883872589606,0.014625959151208921
32,256,1100,0.0001,0.015280255717704281,0.014610842923637821
32,256,1110,0.0001,0.015393791997426187,0.014604835567678687
32,256,1120,0.0001,0.015374873726092753,0.014595202007635972
32,256,1130,0.0001,0.015152072456524722,0.014575621784221397
32,256,1140,0.0001,0.015198199345406218,0.014596052040797393
32,256,1150,0.0001,0.01504588793123577,0.01453283727250375
32,256,1160,0.0001,0.015186533250354834,0.014555212187552296
32,256,1170,0.0001,0.015325392117515955,0.014552464322329348
32,256,1180,0.0001,0.015189364599369677,0.014559851394047123
32,256,1190,0.0001,0.015198594409589303,0.014543099784369552
32,256,1200,0.0001,0.015317960899054222,0.014451757943721317
32,256,1210,0.0001,0.015359307319349742,0.014562556373695619
32,256,1220,0.0001,0.015151288988032018,0.014508692523277482
32,256,1230,0.0001,0.015282499035351647,0.014445943977504839
32,256,1240,0.0001,0.015265669498421432,0.01445948183699206
32,256,1250,0.0001,0.015141257042110097,0.014460424001950885
32,256,1260,0.0001,0.015234327663135606,0.014482287450095712
32,256,1270,0.0001,0.015030239924739565,0.01450629488821243
32,256,1280,0.0001,0.015190281634192499,0.014429423112145678
32,256,1290,0.0001,0.014895475673320127,0.0143661407761959
32,256,1300,0.0001,0.015080199627861935,0.014425526934322051
32,256,1310,0.0001,0.014803156001937597,0.014469514393520146
32,256,1320,0.0001,0.015160091981471106,0.014355562631382431
32,256,1330,0.0001,0.015066376420581628,0.014404325420646949
32,256,1340,0.0001,0.015056957256383134,0.01443591510153103
32,256,1350,0.0001,0.015139119002633856,0.014392486138993216
32,256,1360,0.0001,0.014797133240742808,0.014409780303040706
32,256,1370,0.0001,0.014594039769692415,0.014347178755759152
32,256,1380,0.0001,0.014907632239114012,0.014396220994665893
32,256,1390,0.0001,0.01483163797995585,0.014408927349837326
32,256,1400,0.0001,0.014952824473446256,0.014384808010669775
32,256,1410,0.0001,0.014822748389820561,0.014354243211643405
32,256,1420,0.0001,0.014982191833547221,0.014352357360701113
32,256,1430,0.0001,0.015032227128678912,0.014433157361848645
32,256,1440,0.0001,0.015006473634383871,0.014369258343945684
32,256,1450,0.0001,0.014941594135464541,0.014372101777505666
32,256,1460,0.0001,0.014912674647778339,0.01441872510733693
32,256,1470,0.0001,0.01455497039233373,0.014355175428938396
32,256,1480,0.0001,0.01492609299670424,0.014319281480132753
32,256,1490,0.0001,0.014741306574261162,0.014366850086109608
32,256,1500,0.0001,0.01496724704080781,0.01443323264850149
32,256,1510,0.0001,0.01481662045031199,0.014321445304428646
32,256,1520,0.0001,0.014608186569790349,0.014316839324595106
32,256,1530,0.0001,0.01470923499577155,0.014293551335200733
32,256,1540,0.0001,0.014966267941588908,0.014324038086141822
32,256,1550,0.0001,0.01485235357954609,0.01435393697732661
32,256,1560,0.0001,0.014896718616020627,0.014241308063333732
32,256,1570,0.0001,0.014743781589477015,0.014273290713541373
32,256,1580,0.0001,0.014575142005796767,0.01430683184870596
32,256,1590,0.0001,0.0144900421283862,0.014235283341665456
32,256,1600,0.0001,0.01475023401236769,0.014348843322017567
32,256,1610,0.0001,0.015085180283929639,0.014332195914728672
32,256,1620,0.0001,0.015008799682821695,0.014307405364467847
32,256,1630,0.0001,0.014728406164998951,0.014331325473808826
32,256,1640,0.0001,0.01480728181596658,0.014226653145455377
32,256,1650,0.0001,0.014751740802625597,0.01426559532118156
32,256,1660,0.0001,0.014645854320939573,0.014249797605433578
32,256,1670,0.0001,0.014697809913552302,0.01426214255864313
32,256,1680,0.0001,0.014616521450342443,0.014162402661053635
32,256,1690,0.0001,0.014620466614284714,0.014196621038540221
32,256,1700,0.0001,0.01450839495037721,0.014182281245245683
32,256,1710,0.0001,0.014788398003568404,0.01421328606368673
32,256,1720,0.0001,0.01466326484827557,0.014206656348366925
32,256,1730,0.0001,0.014786650498012484,0.014241955096642262
32,256,1740,0.0001,0.014689874499058045,0.014217863884229848
32,256,1750,0.0001,0.014656988704165432,0.014256134722788522
32,256,1760,0.0001,0.014659695310978712,0.014234735557248239
32,256,1770,0.0001,0.014536652383873448,0.014182953586940161
32,256,1780,0.0001,0.014680807770146322,0.014191580846840638
32,256,1790,0.0001,0.014401616862846673,0.014136187215722023
32,256,1800,0.0001,0.014672882060155566,0.014284353853736121
32,256,1810,0.0001,0.014806784067865404,0.014189244142233284
32,256,1820,0.0001,0.014339655813000916,0.014141677224024414
32,256,1830,0.0001,0.014458604729622276,0.014244383070861929
32,256,1840,0.0001,0.014673444395579186,0.01421290625895345
32,256,1850,0.0001,0.014459398803372481,0.014189252463132794
32,256,1860,0.0001,0.014259688629558885,0.014154191832485157
32,256,1870,0.0001,0.01479729595726572,0.01417799528248966
32,256,1880,0.0001,0.014686458731881248,0.014206343529721535
32,256,1890,0.0001,0.014339944844988035,0.01419296425535429
32,256,1900,0.0001,0.014552442664667736,0.014170885915709374
32,256,1910,0.0001,0.014921455307816781,0.014111757050695378
32,256,1920,0.0001,0.014603796304984087,0.014213982241545442
32,256,1930,0.0001,0.014228361159465245,0.014141503770278532
32,256,1940,0.0001,0.014613593912212671,0.014198308407967528
32,256,1950,0.0001,0.014581420636150979,0.014145729762367807
32,256,1960,0.0001,0.0145472231274165,0.014153275773026797
32,256,1970,0.0001,0.014380323042363516,0.014079886598423057
32,256,1980,0.0001,0.014373219851200637,0.01408991630811358
32,256,1990,0.0001,0.01452921332762917,0.014151607953239737
32,256,2000,0.0001,0.014648011867242256,0.014065829813317702
32,256,2010,0.0001,0.014064003821437939,0.014152621968311773
32,256,2020,0.0001,0.014661908161946667,0.014097218104845571
32,256,2030,0.0001,0.014606312722277458,0.014031999882749856
32,256,2040,0.0001,0.014384710729219981,0.01408211730713407
32,256,2050,0.0001,0.014487043147421639,0.014075865119077493
32,256,2060,0.0001,0.01454098700572221,0.014050595633132488
32,256,2070,0.0001,0.01435025338352509,0.01409071038464922
32,256,2080,0.0001,0.014365271349280615,0.014123239025766413
32,256,2090,0.0001,0.014504658993684097,0.014092004605808893
32,256,2100,0.0001,0.014515327619841114,0.014056807997998452
32,256,2110,0.0001,0.014588626686491774,0.014078552924161655
32,256,2120,0.0001,0.01421808248234982,0.014078092614928968
32,256,2130,0.0001,0.014195903834094104,0.014041381920626851
32,256,2140,0.0001,0.014503544208713902,0.014027739179576849
32,256,2150,0.0001,0.014413526055506987,0.013992423846439244
32,256,2160,0.0001,0.01423170326656664,0.013895063624436679
32,256,2170,0.0001,0.014378368347084365,0.014000296348697754
32,256,2180,0.0001,0.014833189386067426,0.014016524811303771
32,256,2190,0.0001,0.014512632675958018,0.013955714880574219
32,256,2200,0.0001,0.014238017260685921,0.013945119923151476
32,256,2210,0.0001,0.014396204505140201,0.013956607717971874
32,256,2220,0.0001,0.014215062676034297,0.013909963805505021
32,256,2230,0.0001,0.014298485388217139,0.01394523223089339
32,256,2240,0.0001,0.014316792357346161,0.0138704514814191
32,256,2250,0.0001,0.014428787332851464,0.014054098162458454
32,256,2260,0.0001,0.014337284423215253,0.013952204575314792
32,256,2270,0.0001,0.014210170014665607,0.013928570524346099
32,256,2280,0.0001,0.014327207186893117,0.013999936597901661
32,256,2290,0.0001,0.01418363364898402,0.014011166290294655
32,256,2300,0.0001,0.014438424304258119,0.01396882843112321
32,256,2310,0.0001,0.014506570285663042,0.014016324857567075
32,256,2320,0.0001,0.01414298845141213,0.013899911752206529
32,256,2330,0.0001,0.014200463524206461,0.013937595385781543
32,256,2340,0.0001,0.014204616358817536,0.013927863605775947
32,256,2350,0.0001,0.014337617993615649,0.013902058084719046
32,256,2360,0.0001,0.014288931210775997,0.01393545896433066
32,256,2370,0.0001,0.014213060899036458,0.013950195082150172
32,256,2380,0.0001,0.01417869601512829,0.013926336741050519
32,256,2390,0.0001,0.014409141352143408,0.013959077593573576
32,256,2400,0.0001,0.014388703374310316,0.013861704886154838
32,256,2410,0.0001,0.01426027826883339,0.013918013128911564
32,256,2420,0.0001,0.01422093223772242,0.013843642250842142
32,256,2430,0.0001,0.01421352527644363,0.013907885284663288
32,256,2440,0.0001,0.013918832839105923,0.013851914160344017
32,256,2450,0.0001,0.014402627341726416,0.01380506344139576
32,256,2460,0.0001,0.014007862818303072,0.013907224680073396
32,256,2470,0.0001,0.014202359305690623,0.013887831493886798
32,256,2480,0.0001,0.014435444214672698,0.01384968765275187
32,256,2490,0.0001,0.01417263045792898,0.013834832004356853
32,256,2500,0.0001,0.01407602210518959,0.01378289220537421
32,256,2510,0.0001,0.013970185285209958,0.013840487495259948
32,256,2520,0.0001,0.014175665980567687,0.013890632411961212
32,256,2530,0.0001,0.014009687959887007,0.013774242032498251
32,256,2540,0.0001,0.014270537881347752,0.013824810050265238
32,256,2550,0.0001,0.014237828297984808,0.013800075594905162
32,256,2560,0.0001,0.014163968897133217,0.013814278597654734
32,256,2570,0.0001,0.014416751058474672,0.013770049263003351
32,256,2580,0.0001,0.014058403175576903,0.013787302733541316
32,256,2590,0.0001,0.014468714185222102,0.013740374096648923
32,256,2600,0.0001,0.01407895577537544,0.013804225771643188
32,256,2610,0.0001,0.014046320477724727,0.013833096360698276
32,256,2620,0.0001,0.014342883112687511,0.01375335803881743
32,256,2630,0.0001,0.013947423311109356,0.013693695168080028
32,256,2640,0.0001,0.014001804540500339,0.013800189980838496
32,256,2650,0.0001,0.013997765908046285,0.013687073143288559
32,256,2660,0.0001,0.013993100923459562,0.013750459945976214
32,256,2670,0.0001,0.014080673439888777,0.013672676384774358
32,256,2680,0.0001,0.014295021942215493,0.013769498851361753
32,256,2690,0.0001,0.01414311631568412,0.013704696735245171
32,256,2700,0.0001,0.013995272914432724,0.013725045995225553
32,256,2710,0.0001,0.014405537268281374,0.013768183299254902
32,256,2720,0.0001,0.014165721597308925,0.013785036154676994
32,256,2730,0.0001,0.014127864991467553,0.01372850334117246
32,256,2740,0.0001,0.01371183000195209,0.01371573520555897
32,256,2750,0.0001,0.013795391841907732,0.013683775244646718
32,256,2760,0.0001,0.014440757277497055,0.013768447644390393
32,256,2770,0.0001,0.013991938997671432,0.01378374480475635
32,256,2780,0.0001,0.01388644151943909,0.013698926585925718
32,256,2790,0.0001,0.014226981748457941,0.013746142468728352
32,256,2800,0.0001,0.013971266789153967,0.01377410814166069
32,256,2810,0.0001,0.014057244041718592,0.01365942169615275
32,256,2820,0.0001,0.013894557158097919,0.013767555490233752
32,256,2830,0.0001,0.014019522970823543,0.013670568264955777
32,256,2840,0.0001,0.014176979432742497,0.01373762898472459
32,256,2850,0.0001,0.013966286269625898,0.013691513994342635
32,256,2860,0.0001,0.014224698147542889,0.013736154509944165
32,256,2870,0.0001,0.01444830700420903,0.013758461788199094
32,256,2880,0.0001,0.014049136196008396,0.013716646441661115
32,256,2890,0.0001,0.013804788114319615,0.013715299785820418
32,256,2900,0.0001,0.013683108072850192,0.013587397893313237
32,256,2910,0.0001,0.014037260524847054,0.013703373529212184
32,256,2920,0.0001,0.014323409658976926,0.013718992272416316
32,256,2930,0.0001,0.014070491595866253,0.013795706105935002
32,256,2940,0.0001,0.014029985666682605,0.013725867275327574
32,256,2950,0.0001,0.013812782416116096,0.013731518861996295
32,256,2960,0.0001,0.014082136883907819,0.013677506073170614
32,256,2970,0.0001,0.014009827501354514,0.013732262041143195
32,256,2980,0.0001,0.014316261770444183,0.013726252619193371
32,256,2990,0.0001,0.01411724348167361,0.013614707288848782
32,256,3000,0.0001,0.013978656998853846,0.013652818297812772
32,256,3010,0.0001,0.013986534469595885,0.013682037543131274
32,256,3020,0.0001,0.013855259590405213,0.01360503409676026
32,256,3030,0.0001,0.013874554179233847,0.013679918690735076
32,256,3040,0.0001,0.013811959076012511,0.013615268075179845
32,256,3050,0.0001,0.013953887957354083,0.013654922375122011
32,256,3060,0.0001,0.013882379434774559,0.013633519158938566
32,256,3070,0.0001,0.013720035970749035,0.013604747676432914
32,256,3080,0.0001,0.013765172935060391,0.013690885331270216
32,256,3090,0.0001,0.014047354492369053,0.013675512445025049
32,256,3100,0.0001,0.01388480040678832,0.013608335639354183
32,256,3110,0.0001,0.013739424869744209,0.013626711947363536
32,256,3120,0.0001,0.013837465101392447,0.013646502706616727
32,256,3130,0.0001,0.013895211492703832,0.01363941835540481
32,256,3140,0.0001,0.01392071328127932,0.01365261321976846
32,256,3150,0.0001,0.014089703317364796,0.013651071189532633
32,256,3160,0.0001,0.013688751596231952,0.013621213093530142
32,256,3170,0.0001,0.013900136566951186,0.013696094043552876
32,256,3180,0.0001,0.013625261428841354,0.013623065908955956
32,256,3190,0.0001,0.013599594227594672,0.013619279269307982
32,256,3200,0.0001,0.014068781518473145,0.013587651172384424
32,256,3210,0.0001,0.013908256022606038,0.013562610926000833
32,256,3220,0.0001,0.014050049907008198,0.013619354734904901
32,256,3230,0.0001,0.014212619360430365,0.013633916601864011
32,256,3240,0.0001,0.013979271029813023,0.01353805330398952
32,256,3250,0.0001,0.013900333840228797,0.01370817834844886
32,256,3260,0.0001,0.014028997930822408,0.013634137390384767
32,256,3270,0.0001,0.013844535508777954,0.013620262457196108
32,256,3280,0.0001,0.013947024525711782,0.013587708373484914
32,256,3290,0.0001,0.013764521522810214,0.013574887591711039
32,256,3300,0.0001,0.013934052755130981,0.013632507388801294
32,256,3310,0.0001,0.014010662155906533,0.013585383092830014
32,256,3320,0.0001,0.013862884854103074,0.013593869422070325
32,256,3330,0.0001,0.01371308879751541,0.013612296273647177
32,256,3340,0.0001,0.013770081856872894,0.013592419474828973
32,256,3350,0.0001,0.01380455529182758,0.013632360882406411
32,256,3360,0.0001,0.01398982895493377,0.013600459517545054
32,256,3370,0.0001,0.013965248572487278,0.013608578503066796
32,256,3380,0.0001,0.013947339838521486,0.013617221660521614
32,256,3390,0.0001,0.013913002358321548,0.013586515601415302
32,256,3400,0.0001,0.013726620470261287,0.013674613080235548
32,256,3410,0.0001,0.013807468554432987,0.013569172374155844
32,256,3420,0.0001,0.013871786830624814,0.013607684437462075
32,256,3430,0.0001,0.013935678220747337,0.013568505522790954
32,256,3440,0.0001,0.013680747530832723,0.013617847867179907
32,256,3450,0.0001,0.013450173765045939,0.013555857727068221
32,256,3460,0.0001,0.013816251706829217,0.01365220545502339
32,256,3470,0.0001,0.0136872880258628,0.013540543274197516
32,256,3480,0.0001,0.013811673830452842,0.013488375825815586
32,256,3490,0.0001,0.014017634450394814,0.013618581704632685
32,256,3500,0.0001,0.01387442924343131,0.013531652868900236
32,256,3510,0.0001,0.014184782151092064,0.01359306038336983
32,256,3520,0.0001,0.013697150509796335,0.013569088193169068
32,256,3530,0.0001,0.01379589917223811,0.0134939184192747
32,256,3540,0.0001,0.0141037923734252,0.013475482474085285
32,256,3550,0.0001,0.013495531369253374,0.013541541879744509
32,256,3560,0.0001,0.013764372036366415,0.013524995624661185
32,256,3570,0.0001,0.013578029915983881,0.013548984090638993
32,256,3580,0.0001,0.013908418107378405,0.013547203190396966
32,256,3590,0.0001,0.013828208419357791,0.013526183182951144
32,256,3600,0.0001,0.013915607139174734,0.013520723599208494
32,256,3610,0.0001,0.013558738290269082,0.013533569982185894
32,256,3620,0.0001,0.013769523452567977,0.013484223928774288
32,256,3630,0.0001,0.013676910088509648,0.013438367528849034
32,256,3640,0.0001,0.01374912940585248,0.013461578381146146
32,256,3650,0.0001,0.013704338836477543,0.013582474039664175
32,256,3660,0.0001,0.013471912651748704,0.013530311984005974
32,256,3670,0.0001,0.013563184193957035,0.013505670652769539
32,256,3680,0.0001,0.013983262423629704,0.013450559867163673
32,256,3690,0.0001,0.013904585064892174,0.013516199034862383
32,256,3700,0.0001,0.013842886933319157,0.013441709927628914
32,256,3710,0.0001,0.013877282720018399,0.013444879742981825
32,256,3720,0.0001,0.013795744978233814,0.013453102922758422
32,256,3730,0.0001,0.01363625664557422,0.01341707621371642
32,256,3740,0.0001,0.01386264035033971,0.013506383281282463
32,256,3750,0.0001,0.013525885356594228,0.013577028181745495
32,256,3760,0.0001,0.013914804418593711,0.013440098528095468
32,256,3770,0.0001,0.01355824757294008,0.013489328271924929
32,256,3780,0.0001,0.013814572344739928,0.013529852866378153
32,256,3790,0.0001,0.013718317450315608,0.01340672229396334
32,256,3800,0.0001,0.01377970801107993,0.01343272833812445
32,256,3810,0.0001,0.013727311890661977,0.013527437153894569
32,256,3820,0.0001,0.013747937233478679,0.013490403644480299
32,256,3830,0.0001,0.01368884718824072,0.013422667955792627
32,256,3840,0.0001,0.013702977742160175,0.013450209673607974
32,256,3850,0.0001,0.013733782318443126,0.013420950800310576
32,256,3860,0.0001,0.013845812625107019,0.013511950991982716
32,256,3870,0.0001,0.013942560329788753,0.013483769691439435
32,256,3880,0.0001,0.013738636565302994,0.013501267575183029
32,256,3890,0.0001,0.01350055080461489,0.01349580718212513
32,256,3900,0.0001,0.013909091257960974,0.013486172861570094
32,256,3910,0.0001,0.013328968304773911,0.013431721615023488
32,256,3920,0.0001,0.013788444281472158,0.01345108485247891
32,256,3930,0.0001,0.01347613098054994,0.013432488666936821
32,256,3940,0.0001,0.013798346673698864,0.01347657456571098
32,256,3950,0.0001,0.013615623002370547,0.013500020269906416
32,256,3960,0.0001,0.013895812959978826,0.013494949572308875
32,256,3970,0.0001,0.013518766858727067,0.013501542905044607
32,256,3980,0.0001,0.013616484979114595,0.0134621364914499
32,256,3990,0.0001,0.013642071026909274,0.013389459554935647
32,256,4000,0.0001,0.013638722753107417,0.013434287884545117
32,256,4010,0.0001,0.013520977820557108,0.013438388591380098
32,256,4020,0.0001,0.013982627310543535,0.013461116811171108
32,256,4030,0.0001,0.013370817946983376,0.01345574712649183
32,256,4040,0.0001,0.013612266462826103,0.013438826719681248
32,256,4050,0.0001,0.013605352495216175,0.01351245780227356
32,256,4060,0.0001,0.013398952089266392,0.013446999099674964
32,256,4070,0.0001,0.013503613247978349,0.013470833917762515
32,256,4080,0.0001,0.013614653507797801,0.013404957331944762
32,256,4090,0.0001,0.013575602396181429,0.013456273579961868
32,256,4100,0.0001,0.013756126330460318,0.013359780830034262
32,256,4110,0.0001,0.01363801320350405,0.01333109677797712
32,256,4120,0.0001,0.013364020445642898,0.013446614935213302
32,256,4130,0.0001,0.013531966014669421,0.013450154542565085
32,256,4140,0.0001,0.013597451920745409,0.013472668314149287
32,256,4150,0.0001,0.013669871464290165,0.013439154675368659
32,256,4160,0.0001,0.013712043633492953,0.013447446773015776
32,256,4170,0.0001,0.013388148023944585,0.013429176408032923
32,256,4180,0.0001,0.013724713417124695,0.013430765215876841
32,256,4190,0.0001,0.0134231160360203,0.013345021726034875
32,256,4200,0.0001,0.013602382578852401,0.013350254050801674
32,256,4210,0.0001,0.013664157527215632,0.013425808485320823
32,256,4220,0.0001,0.013495491049303398,0.013381790536492412
32,256,4230,0.0001,0.013570622375940077,0.013460265509133516
32,256,4240,0.0001,0.013635227085790175,0.01331779001662955
32,256,4250,0.0001,0.01372866910073246,0.013331196787380756
32,256,4260,0.0001,0.013424540016009458,0.013359964760142383
32,256,4270,0.0001,0.013547427789257183,0.013352903675727189
32,256,4280,0.0001,0.01346316839888268,0.013361865764394337
32,256,4290,0.0001,0.01363239042191915,0.013336551530229734
32,256,4300,0.0001,0.013840868270240675,0.013360271543492137
32,256,4310,0.0001,0.013620476521698338,0.013436695259861551
32,256,4320,0.0001,0.01371514032996327,0.013342377908657992
32,256,4330,0.0001,0.013660004270758226,0.013409227364611156
32,256,4340,0.0001,0.01331485804023641,0.013404788921168278
32,256,4350,0.0001,0.01365088671649637,0.013384292548823305
32,256,4360,0.0001,0.013408585726660503,0.013391045654216968
32,256,4370,0.0001,0.013542530717862123,0.013414172890827906
32,256,4380,0.0001,0.013518510215163752,0.013366117764378219
32,256,4390,0.0001,0.01353571807284976,0.01338287629187107
32,256,4400,0.0001,0.013561441296104268,0.013395900768939584
32,256,4410,0.0001,0.013699076022276211,0.013432142483355176
32,256,4420,0.0001,0.013336667387503763,0.013426788818237563
32,256,4430,0.0001,0.013572809844801541,0.013370797465103943
32,256,4440,0.0001,0.01353986069348109,0.013434933339892256
32,256,4450,0.0001,0.013254369258538247,0.013363119300178306
32,256,4460,0.0001,0.013753923589538954,0.013339451916808645
32,256,4470,0.0001,0.01314083565254767,0.013367924989733894
32,256,4480,0.0001,0.013705592563771185,0.013471185266320882
32,256,4490,0.0001,0.013462119607389364,0.013360805715958884
32,256,4500,0.0001,0.013391053907296068,0.01338057581937209
32,256,4510,0.0001,0.013505876259939415,0.013394364883805987
32,256,4520,0.0001,0.013691553919366205,0.01338533722433591
32,256,4530,0.0001,0.013839813776689233,0.01340769051968661
32,256,4540,0.0001,0.013591199397991862,0.013440455785875237
32,256,4550,0.0001,0.013613074909920113,0.013348097164655617
32,256,4560,0.0001,0.013485897693139067,0.013371431398892767
32,256,4570,0.0001,0.01369256329370145,0.01344090169417676
32,256,4580,0.0001,0.013384371156309053,0.013385472583328272
32,256,4590,0.0001,0.013392898374332902,0.013314307097947493
32,256,4600,0.0001,0.013589089018999878,0.013322743766139948
32,256,4610,0.0001,0.013718148281785539,0.013357286565168455
32,256,4620,0.0001,0.013689387907606246,0.013360328171158202
32,256,4630,0.0001,0.013326731810032409,0.01331132992402565
32,256,4640,0.0001,0.013531617598131266,0.013399103131779676
32,256,4650,0.0001,0.013684822611217295,0.013476750300993826
32,256,4660,0.0001,0.013547184010987992,0.013503747447251493
32,256,4670,0.0001,0.013538857392102676,0.01335867936824607
