demo type,cmd speed,angle,mean speed,noise level,resolution,success,max range,trial_no
noisy,0.2,0.0,0.14882073541063004,1,0.5,1.0,3.076470001384091,
noisy,0.29000000000000004,0.0,0.2086185162230997,1,0.5,1.0,4.2791649288021585,
noisy,0.38,0.0,0.26968307498996563,1,0.5,1.0,5.695799241975738,
noisy,0.47000000000000003,0.0,0.35801574166865385,1,0.5,1.0,7.403222343101207,
noisy,0.56,0.0,0.4635138861699308,1,0.5,1.0,9.455292085769429,
noisy,0.6499999999999999,0.0,0.5178194441950216,1,0.5,1.0,10.0041812376806,
noisy,0.74,0.0,0.6249138413155683,1,0.5,1.0,10.004610963467737,
noisy,0.8300000000000001,0.0,0.7089665357574123,1,0.5,1.0,10.00664460952181,
noisy,0.9199999999999999,0.0,0.7726722014113815,1,0.5,1.0,10.006636087970124,
noisy,1.01,0.0,0.8975915717615756,1,0.5,1.0,10.006105353394801,
noisy,1.0999999999999999,0.0,0.947988065370608,1,0.5,1.0,10.004553726393862,
noisy,1.19,0.0,1.029468927197923,1,0.5,1.0,10.010697660156172,
noisy,1.28,0.0,1.114825405094879,1,0.5,0.6666666666666666,10.000393799969444,
noisy,1.3699999999999999,0.0,1.088780488043824,1,0.5,0.0,7.610245710708752,
noisy,1.46,0.0,1.2108920108522192,1,0.5,0.0,8.010222659061133,
noisy,1.5499999999999998,0.0,1.2652765295582509,1,0.5,0.3333333333333333,10.009508610714914,
noisy,1.64,0.0,1.3233614222798755,1,0.5,0.6666666666666666,10.014053130710785,
noisy,1.73,0.0,1.5537197779346663,1,0.5,1.0,10.014612874371638,
noisy,1.8199999999999998,0.0,1.5152916469134141,1,0.5,0.6666666666666666,10.008737407699257,
noisy,1.91,0.0,1.4438178140092663,1,0.5,0.0,9.292710912318814,
noisy,2.0,0.0,1.3258386534402156,1,0.5,0.0,5.9849430889914785,
noisy,0.2,0.0,0.14728178921976695,2,0.5,1.0,2.966925686977059,
noisy,0.29000000000000004,0.0,0.21565544558104452,2,0.5,1.0,4.370194395495716,
noisy,0.38,0.0,0.2673550351511946,2,0.5,1.0,5.634268742914666,
noisy,0.47000000000000003,0.0,0.34498361189943233,2,0.5,1.0,7.170705975383125,
noisy,0.56,0.0,0.4345504341229129,2,0.5,1.0,9.238900933329798,
noisy,0.6499999999999999,0.0,0.5235110557358498,2,0.5,1.0,10.004455290118276,
noisy,0.74,0.0,0.6163462409164948,2,0.5,1.0,10.002887720234918,
noisy,0.8300000000000001,0.0,0.6812447832856131,2,0.5,1.0,10.004948044758207,
noisy,0.9199999999999999,0.0,0.8051255948340362,2,0.5,0.6666666666666666,10.004303371089666,
noisy,1.01,0.0,0.8580728728312558,2,0.5,0.6666666666666666,10.00479142269914,
noisy,1.0999999999999999,0.0,0.9905035958831769,2,0.5,1.0,10.008678142723559,
noisy,1.19,0.0,1.0631907896132538,2,0.5,1.0,10.005479244992213,
noisy,1.28,0.0,1.13633081123017,2,0.5,0.6666666666666666,10.00515953027143,
noisy,1.3699999999999999,0.0,1.1770066959799381,2,0.5,1.0,10.008027007807568,
noisy,1.46,0.0,1.2635916065539827,2,0.5,0.6666666666666666,10.011387943240349,
noisy,1.5499999999999998,0.0,1.2890676532513305,2,0.5,0.3333333333333333,10.002033617172199,
noisy,1.64,0.0,1.4747484417301455,2,0.5,1.0,10.006566485826069,
noisy,1.73,0.0,1.2803672777766382,2,0.5,0.0,3.716165012839792,
noisy,1.8199999999999998,0.0,1.3280187576582325,2,0.5,0.0,5.102769568435894,
noisy,1.91,0.0,1.457961239945097,2,0.5,0.0,7.687360100013718,
noisy,2.0,0.0,1.4349263930906055,2,0.5,0.0,5.264853463094027,
noisy,0.2,0.0,0.14958969355232957,3,0.5,1.0,3.2861493749896122,
noisy,0.29000000000000004,0.0,0.2059245900611073,3,0.5,1.0,4.25833211115029,
noisy,0.38,0.0,0.28933560041067286,3,0.5,1.0,5.941651072971692,
noisy,0.47000000000000003,0.0,0.3418116393673433,3,0.5,1.0,7.402257081018657,
noisy,0.56,0.0,0.4164572757048541,3,0.5,1.0,8.82264509900471,
noisy,0.6499999999999999,0.0,0.5178611619991317,3,0.5,1.0,10.00184012903876,
noisy,0.74,0.0,0.6174473215035103,3,0.5,1.0,10.003477393497285,
noisy,0.8300000000000001,0.0,0.6773221874704877,3,0.5,1.0,10.003118322227817,
noisy,0.9199999999999999,0.0,0.8294449485125678,3,0.5,1.0,10.004940423199466,
noisy,1.01,0.0,0.9031974587708994,3,0.5,0.6666666666666666,10.004179227829093,
noisy,1.0999999999999999,0.0,0.9829619153114301,3,0.5,1.0,10.006244501290094,
noisy,1.19,0.0,1.067246468728867,3,0.5,0.6666666666666666,10.008491739975055,
noisy,1.28,0.0,1.104036761750326,3,0.5,1.0,10.00706725643054,
noisy,1.3699999999999999,0.0,1.175496314210888,3,0.5,1.0,10.003516799555449,
noisy,1.46,0.0,1.2805635231585903,3,0.5,0.6666666666666666,10.01124292520253,
noisy,1.5499999999999998,0.0,1.1618294736352566,3,0.5,0.0,9.093289622910977,
noisy,1.64,0.0,1.3834930677367752,3,0.5,0.6666666666666666,10.004700063273418,
noisy,1.73,0.0,1.2919009959898393,3,0.5,0.0,6.444867584872548,
noisy,1.8199999999999998,0.0,1.2609949996522722,3,0.5,0.0,3.294698175298581,
noisy,1.91,0.0,1.4824966745935342,3,0.5,0.3333333333333333,10.013316549207172,
noisy,2.0,0.0,1.6564795743546314,3,0.5,0.6666666666666666,10.012880693429196,
