1,734.0276952269487,2273
2,-613.8341329731047,1917
3,-164.17314337799326,1565
4,-414.18820675247116,1560
5,-229.83900376880774,1504
6,-207.76899452603539,1509
7,142.4301778076915,1514
8,-349.162443696463,1655
9,-363.2916460100532,1414
10,-564.7520751174306,1472
11,-157.68104764819145,1684
12,23.861174274235964,1564
13,147.25699492543936,1778
14,-40.37586528272368,1631
15,-207.245791352354,1587
16,10.947856541453802,1506
17,-52.477234579622746,1585
18,194.5143468824681,1691
19,-354.9708337811535,1706
20,-7.85280204564333,1595
21,-117.2324693761766,1732
22,-193.59661172836786,1526
23,-91.65176782757044,1980
24,-293.04473028343637,1529
25,-111.50734111643396,1539
26,-358.938695417557,1502
27,-273.93451784551144,1650
28,-293.130389063037,1612
29,-18.098802596330643,1291
30,-26.553709238185547,1402
31,-112.06863571947906,1624
32,-756.8106489703059,2203
33,-161.5875181928277,1857
34,-154.0498819127679,4767
35,34.088175155222416,1901
36,143.34736741171218,1703
37,-593.0926244240254,2547
38,-101.32599610090256,2388
39,-1.820435956120491,1668
40,106.77575951814651,1360
41,48.44110931456089,1960
42,99.446254350245,1445
43,-199.53546183230355,1550
44,33.03264868166298,2245
45,82.867965657264,1760
46,-28.589245229959488,1802
47,25.051121041178703,1804
48,-121.62313134968281,2080
49,-140.54441906981083,2231
50,-187.08478689938784,2771
51,-266.82096460461617,2467
52,-448.8784643858671,3145
53,120.79302632808685,2050
54,-185.1453177332878,2207
55,-94.36869073659182,1952
56,-14.695244528353214,1772
57,5.463884726166725,2846
58,181.5107160564512,2432
59,-39.63068413734436,2289
60,-171.12491208448773,2009
61,-251.59262881986797,3279
62,-1276.2387113943696,5452
63,-224.97920216160128,1996
64,-1800.1377419038,6456
65,583.3815500363708,1443
66,-76.85232256364543,1569
67,-590.7474130243063,2483
68,-936.5903686285019,3898
69,-78.31532347205211,2118
70,-270.8318921113387,1713
71,-3232.6573740020394,7895
72,72.02907565369969,2552
73,-169.58363654464483,2102
74,-201.8893850496679,1661
75,-264.32513218175154,2875
76,-550.3329853955656,3749
77,-3947.6975075489318,9038
78,-1807.1781349927187,5499
79,-1037.7400868162513,3381
80,-65.03370313462801,1414
81,-10.060653684660792,2233
82,-284.059657750302,1505
83,-1196.642262312238,4033
84,-1593.2100039802026,6747
85,-4914.547363867023,10542
86,-2381.7904313206673,8092
87,-93.14551378786564,3060
88,-402.3849063795933,1446
89,-94.86105028539896,2389
90,-571.7497167438269,2500
91,-2448.086875461042,6195
92,-227.40135038271546,1552
93,-171.57300469983602,1690
94,-680.5341771617532,3100
95,-2532.2448551543057,9550
96,-6757.856285553426,13440
97,-334.42798612097977,2686
98,-274.6384728476405,2510
99,-145.90290223062038,2473
100,-19.912394106388092,2005
101,26.88561849296093,3900
102,301.5452408194542,3340
103,-953.194423429668,9422
104,-898.8407225906849,5364
105,-81.1681836800999,4082
106,-24.53588522330392,2988
107,359.88419122621417,4060
108,541.7209554612637,4535
109,454.4502234682441,6533
110,-344.0993839800358,6544
111,751.0056108310819,4219
112,337.639590928331,4529
113,-43.33477520942688,5360
114,-3435.464535285777,9569
115,-314.3472248451408,6821
116,-296.26386894012103,6337
117,-81.98750312812626,5362
118,-740.1743273064494,6518
119,-1146.213092699647,11886
120,-952.8959902897477,12182
121,149.3407925516367,7162
122,629.2896792292595,5253
123,-1215.0695263296366,14229
124,616.7125321633939,5416
125,-2024.5309124579944,10810
126,-1167.1122979223728,4729
127,388.12264669686556,3775
128,833.7183442935348,5618
129,466.4804767854512,5304
