Wall time,Step,Value
1757491758.8567784,8192,-88.24700164794922
1757491786.7274718,24576,-88.569091796875
1757491801.013634,32768,-86.25650024414062
1757491815.4834344,40960,-87.4803466796875
1757491903.8348966,90112,-87.00900268554688
1757491918.9905014,98304,-86.1685562133789
1757491964.1583788,122880,-84.84141540527344
1757491979.9368165,131072,-84.08522033691406
1757492024.4773037,155648,-84.05677795410156
1757492039.3770165,163840,-83.5838394165039
1757492054.3113818,172032,-85.8479995727539
1757492084.5669472,188416,-84.33808135986328
1757492099.7319949,196608,-81.82228088378906
1757492145.5326188,221184,-83.58621215820312
1757492161.0261638,229376,-80.59934997558594
1757492192.0039494,245760,-82.09578704833984
1757492254.2998087,278528,-79.0792236328125
1757492269.713827,286720,-78.43946075439453
1757492302.8104587,303104,-83.84146881103516
1757492319.0904903,311296,-80.22138214111328
1757492334.9287517,319488,-75.00161743164062
1757492351.0518823,327680,-77.40054321289062
1757492368.1202476,335872,-78.84986114501953
1757492484.8349872,393216,-65.95793151855469
1757492501.3668435,401408,-64.5906753540039
1757492518.2091122,409600,-69.6631088256836
1757492552.5687714,425984,-54.96261215209961
1757492569.6691935,434176,-53.80226135253906
1757492604.1687636,450560,-51.939788818359375
1757492622.3637974,458752,-45.28706741333008
1757492657.667069,475136,-44.13536834716797
1757492712.3643048,499712,-19.716262817382812
1757492735.3037863,507904,-18.100353240966797
1757492753.5083458,516096,-8.126128196716309
1757492772.0485232,524288,0.6410869359970093
1757492808.4371867,540672,23.317073822021484
1757492826.4760542,548864,29.20210075378418
1757492844.4666648,557056,34.086631774902344
1757492862.848445,565248,32.410945892333984
1757492899.4239237,581632,45.2596321105957
1757492918.0199168,589824,57.048980712890625
1757492954.6279213,606208,80.51150512695312
1757492990.9468265,622592,78.37567138671875
1757493026.750778,638976,85.97028350830078
1757493063.501573,655360,96.83013153076172
1757493081.8121493,663552,96.91114044189453
1757493118.1720524,679936,111.42826843261719
1757493136.5887623,688128,124.16392517089844
1757493173.227653,704512,125.72872924804688
1757493191.4243748,712704,129.1939697265625
1757493246.0774946,737280,154.34637451171875
1757493264.592528,745472,155.5670623779297
1757493358.5798316,786432,161.23611450195312
1757493433.6669602,819200,171.0485382080078
1757493452.6593,827392,178.00900268554688
1757493512.6388092,851968,116.37238311767578
1757493569.3328,876544,129.2483673095703
1757493588.5822792,884736,152.70533752441406
1757493626.142311,901120,185.2539520263672
1757493645.0010033,909312,192.4598846435547
1757493721.3809993,942080,200.1768035888672
1757493758.7031987,958464,213.2430419921875
1757493853.1458766,999424,210.63775634765625
1757493934.0241935,1032192,220.27732849121094
1757493952.918828,1040384,216.13462829589844
1757493991.0635872,1056768,232.17149353027344
1757494010.0917537,1064960,242.57827758789062
1757494028.951429,1073152,249.6078643798828
1757494048.3376021,1081344,235.57835388183594
1757494067.59602,1089536,224.59579467773438
1757494105.8849552,1105920,227.1588592529297
1757494144.0259979,1122304,266.40960693359375
1757494163.161418,1130496,272.89111328125
1757494278.6066263,1179648,247.1844482421875
1757494297.618397,1187840,234.69918823242188
1757494335.764366,1204224,183.3861541748047
1757494354.9594095,1212416,194.0965118408203
1757494415.2864423,1236992,251.43157958984375
1757494554.5572546,1294336,299.86651611328125
1757494594.1961613,1310720,305.2669982910156
1757494614.2112682,1318912,297.29229736328125
1757494653.454775,1335296,300.4091796875
1757494692.5697224,1351680,317.33740234375
1757494731.4989364,1368064,323.4600524902344
1757494810.4593208,1400832,306.33154296875
1757494830.2090712,1409024,295.51275634765625
1757494850.1557868,1417216,286.1567077636719
1757494909.8742702,1441792,271.1257019042969
1757494929.5996773,1449984,223.05165100097656
