
1,-147.09000200033188
2,-163.53000163286924
3,-159.89000171422958
4,-99.8399977684021
5,-101.23999773710966
6,-107.43999759852886
7,-64.83999855071306
8,-186.2900011241436
9,-140.9300021380186
10,-107.23999760299921
11,63.35999858379364
12,-109.23999755829573
13,-186.21000112593174
14,-108.03999758511782
15,-162.45000165700912
16,-156.93000178039074
17,-162.97000164538622
18,-110.03999754041433
19,-101.03999774158001
20,-185.57000114023685
21,-100.6399977505207
22,-113.01000276207924
23,-31.83999928832054
24,-150.33000192791224
25,-109.83999754488468
26,-160.4500017017126
27,-107.43999759852886
28,-127.7300024330616
29,-98.03999780863523
30,-105.2399976477027
31,-182.05000121891499
32,-61.23999863117933
33,-12.039999730885029
34,-126.05000247061253
35,-94.63999788463116
36,-96.63999783992767
37,-109.43999755382538
38,-93.05000320822
39,-74.43999833613634
40,-13.490004986524582
41,55.75999875366688
42,-121.73000256717205
43,-96.43999784439802
44,-109.43999755382538
45,-123.81000252068043
46,-38.83999913185835
47,-43.43999902904034
48,291.7599934786558
49,-106.8399976119399
50,-110.23999753594398
51,-152.69000187516212
52,-109.83999754488468
53,46.1599989682436
54,-102.53000299632549
55,-75.8399983048439
56,-94.93000316619873
57,-104.03999767452478
58,-109.03999756276608
59,-92.57000321894884
60,-109.03999756276608
61,-105.639997638762
62,-133.73000229895115
63,-135.21000226587057
64,-191.9700009971857
65,-161.33000168204308
66,-139.89000216126442
67,-108.69000285863876
68,-109.83999754488468
69,-108.83999756723642
70,-109.03999756276608
71,-15.850004933774471
72,-184.65000116080046
73,-96.33000313490629
74,-111.49000279605389
75,-110.03999754041433
76,-168.85000151395798
77,-210.3300028219819
78,-292.57000098377466
79,-67.05000378936529
80,-81.45000346750021
81,-122.21000255644321
82,-33.73000453412533
83,-54.43999878317118
84,-173.7700014039874
85,-51.13000414520502
86,-65.23999854177237
87,-48.3300042077899
88,-16.83999962359667
89,13.959999687969685
90,-108.83999756723642
91,-122.73000254482031
92,-1.2500052601099014
93,-108.03999758511782
94,-186.45000112056732
95,-120.41000259667635
96,-107.03999760746956
97,-70.83999841660261
98,-108.43999757617712
99,14.109994396567345
100,-86.43999806791544
101,-116.09000269323587
102,-102.23999771475792
103,-117.89000265300274
104,-59.97000394761562
105,-45.43999898433685
106,61.90999332815409
107,-210.13000282645226
108,-202.09000077098608
