Wall time,Step,Value
1757673556.773696,8192,-88.6033935546875
1757673588.1899471,24576,-87.02592468261719
1757673604.8773158,32768,-87.87200164794922
1757673621.4464173,40960,-86.85993194580078
1757673714.8216643,90112,-86.83379364013672
1757673730.6219187,98304,-86.09990692138672
1757673777.517609,122880,-85.53886413574219
1757673793.0279522,131072,-85.18647003173828
1757673840.6563659,155648,-81.91432189941406
1757673857.2265036,163840,-82.73651885986328
1757673873.766628,172032,-81.60252380371094
1757673906.5415049,188416,-81.58496856689453
1757673923.267708,196608,-81.9318618774414
1757673972.3076532,221184,-84.77786254882812
1757673988.7695267,229376,-82.10984802246094
1757674021.5025036,245760,-84.11662292480469
1757674088.296967,278528,-77.96517181396484
1757674105.21002,286720,-79.90367889404297
1757674137.8307111,303104,-78.73904418945312
1757674154.536536,311296,-80.17935943603516
1757674171.9266644,319488,-77.69529724121094
1757674189.0349898,327680,-79.74755859375
1757674206.1900406,335872,-77.63948822021484
1757674331.146494,393216,-58.616783142089844
1757674349.8095434,401408,-49.7762336730957
1757674368.4882278,409600,-46.018550872802734
1757674405.1028683,425984,-40.761436462402344
1757674424.2127519,434176,-30.409605026245117
1757674461.5775237,450560,-28.7882022857666
1757674480.4350705,458752,-18.336753845214844
1757674518.0825455,475136,-7.501243591308594
1757674575.6194465,499712,10.742742538452148
1757674600.2031722,507904,10.201403617858887
1757674619.257969,516096,13.642333984375
1757674638.1252306,524288,12.733099937438965
1757674675.8425684,540672,39.96064376831055
1757674695.0455153,548864,68.3057861328125
1757674713.9806287,557056,60.309959411621094
1757674732.8968527,565248,55.864078521728516
1757674770.7089128,581632,56.1961555480957
1757674789.7428505,589824,62.147972106933594
1757674828.2975647,606208,68.75409698486328
1757674866.921341,622592,90.14514923095703
1757674904.471369,638976,107.4123764038086
1757674942.6822252,655360,97.72672271728516
1757674962.0293274,663552,98.06095886230469
1757675000.2194238,679936,108.62383270263672
1757675019.3318996,688128,116.53256225585938
1757675057.8826716,704512,121.7098617553711
1757675077.214117,712704,120.66100311279297
1757675136.2167323,737280,133.50808715820312
1757675156.2940729,745472,136.30450439453125
1757675254.3153234,786432,159.23216247558594
1757675331.9602783,819200,113.98847961425781
1757675351.7345572,827392,117.55853271484375
1757675413.090365,851968,106.2380142211914
1757675475.723426,876544,141.18849182128906
1757675496.027672,884736,148.7473602294922
1757675537.0233383,901120,149.9118194580078
1757675557.400921,909312,152.38067626953125
1757675638.1809535,942080,157.7256317138672
1757675678.565771,958464,167.80567932128906
1757675777.43264,999424,169.9617462158203
1757675861.0987206,1032192,136.0791473388672
1757675880.8421733,1040384,150.02212524414062
1757675919.421543,1056768,167.53721618652344
1757675938.904264,1064960,175.8523406982422
1757675958.1030738,1073152,182.8997344970703
1757675976.960985,1081344,191.68948364257812
1757675995.7339716,1089536,203.14019775390625
1757676034.3047202,1105920,206.42047119140625
1757676072.3809254,1122304,210.26126098632812
1757676091.3360868,1130496,221.61529541015625
1757676207.3476305,1179648,217.8555908203125
1757676226.9842136,1187840,211.10928344726562
1757676266.037743,1204224,225.47909545898438
1757676285.7346776,1212416,222.293212890625
1757676344.8274736,1236992,222.44667053222656
1757676483.9467716,1294336,220.79530334472656
1757676523.47815,1310720,223.43336486816406
1757676543.3155775,1318912,215.675537109375
1757676582.8036418,1335296,222.69969177246094
1757676622.9609227,1351680,216.42213439941406
1757676662.6903565,1368064,204.95411682128906
1757676745.5300438,1400832,224.3094940185547
1757676766.4490383,1409024,231.4526824951172
1757676787.144666,1417216,249.9798583984375
1757676847.197915,1441792,215.64987182617188
1757676867.3385992,1449984,212.95510864257812
1757676887.525638,1458176,229.2852020263672
1757676907.7244475,1466368,231.4732208251953
1757676948.0542128,1482752,235.52259826660156
1757676968.2902129,1490944,238.94239807128906
1757677033.6576045,1515520,244.9119415283203
1757677053.7653124,1523712,259.4571533203125
1757677073.4464939,1531904,262.26141357421875
1757677133.925379,1556480,240.49169921875
1757677154.1868649,1564672,239.8246307373047
1757677174.6719623,1572864,250.87754821777344
1757677194.7393894,1581056,254.453125
1757677255.1169233,1605632,268.18695068359375
1757677315.5980532,1630208,265.7384338378906
1757677336.9911315,1638400,262.07958984375
1757677357.4996085,1646592,263.6701965332031
1757677399.2633913,1662976,271.7862243652344
1757677420.046702,1671168,272.49884033203125
1757677440.636821,1679360,270.431884765625
1757677460.983955,1687552,254.56175231933594
1757677501.0793312,1703936,270.5194396972656
1757677541.805994,1720320,274.6009826660156
1757677582.3062608,1736704,260.9033508300781
1757677622.5425744,1753088,250.8789520263672
1757677662.9340818,1769472,259.171875
1757677683.402136,1777664,239.80564880371094
1757677723.9846745,1794048,229.61996459960938
1757677744.540982,1802240,241.8843231201172
1757677764.9801123,1810432,248.23611450195312
1757677785.1913037,1818624,243.2850799560547
1757677805.4694211,1826816,261.5890808105469
1757677846.2741141,1843200,237.4382781982422
1757677866.5525393,1851392,224.43280029296875
1757677947.2797918,1884160,238.05511474609375
1757678008.3634279,1908736,247.70509338378906
1757678070.0945392,1933312,231.0327911376953
1757678110.636409,1949696,249.28579711914062
1757678131.156246,1957888,243.8704833984375
1757678151.7915168,1966080,241.22999572753906
1757678192.9976108,1982464,242.46438598632812
1757678213.6862037,1990656,227.64532470703125
1757678259.6080244,2007040,183.5957489013672
1757678280.4874275,2015232,200.12294006347656
1757678301.4147656,2023424,222.22181701660156
1757678322.1590545,2031616,248.81996154785156
1757678424.1948094,2072576,202.45396423339844
1757678444.640618,2080768,216.6874542236328
1757678464.9493382,2088960,207.18568420410156
1757678526.873954,2113536,237.70648193359375
1757678547.8218079,2121728,252.30332946777344
1757678568.5940602,2129920,262.5516052246094
1757678589.2523677,2138112,262.2607421875
1757678630.5788636,2154496,263.59490966796875
1757678799.1455693,2220032,280.68157958984375
1757678820.9305162,2228224,283.3507995605469
1757678885.1775317,2252800,241.62051391601562
1757678905.9633613,2260992,238.71405029296875
1757678926.9734476,2269184,213.62318420410156
1757678968.875777,2285568,208.56105041503906
1757679010.9119785,2301952,232.42218017578125
1757679052.859954,2318336,261.2976989746094
1757679074.0470443,2326528,240.53616333007812
1757679115.9544718,2342912,247.95278930664062
1757679158.2294827,2359296,288.8763732910156
1757679179.189172,2367488,290.166259765625
1757679221.1241338,2383872,277.9258117675781
1757679325.6532936,2424832,284.9715270996094
1757679346.7915366,2433024,270.3189697265625
1757679368.856374,2441216,261.1805419921875
1757679390.5605752,2449408,252.98330688476562
1757679411.5971336,2457600,260.9853820800781
1757679516.7114987,2498560,259.35284423828125
1757679563.3311627,2514944,264.1595764160156
