1,-496.9618621468544
2,-465.05615016818047
3,93.1858299523592
4,-374.84344482421875
5,-313.7506814002991
6,-505.53115263581276
7,-386.25946494936943
8,-528.0639758855104
9,-396.3681965917349
10,-212.63347429037094
11,-353.54875230789185
12,-382.96017614006996
13,-345.98078748583794
14,-468.1985012292862
15,-291.69893139600754
16,-363.3179680109024
17,-362.2841971218586
18,-244.79552514851093
19,-510.98028257489204
20,-241.2600027024746
21,-496.27258083224297
22,-431.9605109989643
23,-68.19071638584137
24,-307.9860685169697
25,-440.6309035718441
26,-467.52862575650215
27,-484.3912988305092
28,-455.79742512106895
29,-442.6182304918766
30,-181.72899922728539
31,-535.7884128242731
32,-379.7382149398327
33,-583.2909359633923
34,-426.23993948102
35,-439.05938944220543
36,-288.02869468927383
37,-248.36640456318855
38,-342.5642196536064
39,-341.524681776762
40,-394.88948252797127
41,-272.93175506591797
42,-260.2097755372524
43,-521.4949927330017
44,-349.1638553440571
45,-253.07166555523872
46,-219.19472107291222
47,-370.66183894872665
48,-58.06951066851616
49,-521.51284968853
50,-419.7668819129467
51,-446.9393265247345
52,-489.8730846941471
53,-358.63491639494896
54,-392.11586582660675
55,-483.13376891613007
56,-180.70615553855896
57,-422.1001607775688
58,-376.63841262459755
59,-335.34680634737015
60,-509.72310373187065
61,-384.9239460527897
62,-385.2804706096649
63,-381.52125611901283
64,-391.1347534805536
65,-323.3485492616892
66,-279.2335542142391
67,-429.0385507643223
68,-393.096175968647
69,-130.0390980541706
70,-299.256942525506
71,-395.04489320516586
72,-386.30215668678284
73,-265.9829031229019
74,-388.61130687594414
75,-518.8176620304585
76,-324.5564815700054
77,-215.1903060078621
78,-370.58776354789734
79,-485.19719487428665
80,-576.3670634031296
81,-214.73370325565338
82,-373.5403308570385
83,-422.9150042831898
84,-464.8589722812176
85,-189.06387278437614
86,-378.3841949701309
87,-423.0686272382736
88,-395.5124226510525
89,-398.260489821434
90,-556.5035838484764
91,-504.635330080986
92,-498.4374478906393
93,-359.0100507438183
94,-589.3229009956121
95,-430.2531131505966
96,-381.82652577757835
97,-122.31621107459068
98,-474.9715384244919
99,-525.9600453078747
100,-524.6594794988632
101,-446.3478745818138
102,-470.9658762216568
103,-364.086622774601
104,-121.3272148668766
105,-450.6071111559868
106,-363.66229224205017
107,-460.0235687494278
108,-476.27142837643623
109,-465.42902010679245
110,-468.64362981915474
111,-558.659879475832
112,-495.1183296740055
113,-600.0811872184277
114,-91.28344774246216
115,-463.04359608888626
116,-462.7668237686157
117,-468.7690767943859
118,-409.0978203713894
119,-536.9392256438732
120,-439.2841794192791
121,-619.2896045446396
122,-495.69222888350487
123,69.96193477511406
124,-484.5169342160225
125,-396.981290191412
126,-461.5928233861923
127,137.8788496851921
128,-515.6957595944405
129,-397.01821461319923
130,-73.17543950676918
131,-475.52311834692955
132,-450.90388202667236
133,-474.61625680327415
134,-319.6231080144644
135,-414.9622873067856
136,-405.4061144888401
137,-545.8720870316029
138,-300.11302119493484
139,-581.6970526576042
140,-438.0715361237526
141,-372.3020058274269
142,-455.3009976744652
143,-363.91191452741623
144,-378.3076323270798
145,-474.98816883563995
146,-456.61876797676086
147,-271.90903425216675
148,-280.19036161899567
149,-439.92305198311806
150,-338.7878386080265
151,-401.9715122282505
152,-496.38578651845455
153,-437.41787549853325
154,-449.71839666366577
155,-423.10264551639557
156,-413.9267965257168
157,-447.03546118736267
158,-490.50064024329185
159,-365.0646105706692
160,-421.84986275434494
161,-378.50197821855545
162,-208.6745163500309
163,-367.9666936546564
164,-406.0345122516155
165,18.161027789115906
166,-296.22839879989624
167,-471.0426509678364
168,-484.23334220051765
169,-320.2183939218521
170,-360.5162429213524
171,-503.80355700850487
172,-220.80984222888947
