demo type,cmd speed,angle,mean speed,noise level,resolution,success,max range,trial_no,symmetry index,steps taken
noisy,0.2,0.0,0.21894914774422167,1,0.25,1.0,4.426360027714582,,,291.0
noisy,0.29000000000000004,0.0,0.2998638696306737,1,0.25,1.0,6.038235023617892,,,293.0
noisy,0.38,0.0,0.3839904407513756,1,0.25,1.0,7.723045183657396,,,321.0
noisy,0.47000000000000003,0.0,0.46587062293999565,1,0.25,1.0,9.422906800543231,,,346.0
noisy,0.56,0.0,0.5576735053658964,1,0.25,1.0,9.905311174992038,,,397.0
noisy,0.6499999999999999,0.0,0.6341283946068309,1,0.25,1.0,9.906094993388026,,,332.0
noisy,0.74,0.0,0.7226324061556425,1,0.25,1.0,9.906833710358466,,,304.0
noisy,0.8300000000000001,0.0,0.8049153385041921,1,0.25,1.0,9.904746998690579,,,287.0
noisy,0.9199999999999999,0.0,0.8955496378327624,1,0.25,1.0,9.903337347712814,,,276.0
noisy,1.01,0.0,0.984217198996511,1,0.25,1.0,9.90722383451126,,,262.0
noisy,1.0999999999999999,0.0,1.0746236888352103,1,0.25,1.0,9.907011889808794,,,243.0
noisy,1.19,0.0,1.1629161344995873,1,0.25,1.0,9.905514173850127,,,236.0
noisy,1.28,0.0,1.1585188286734474,1,0.25,0.6666666666666666,9.908784050448475,,,247.0
noisy,1.3699999999999999,0.0,1.3224168052695424,1,0.25,1.0,9.91062055007804,,,225.0
noisy,1.46,0.0,1.4108350335028037,1,0.25,1.0,9.912606534290958,,,224.0
noisy,1.5499999999999998,0.0,1.4828245671278655,1,0.25,1.0,9.915024357374843,,,217.0
noisy,1.64,0.0,1.4911640966112891,1,0.25,0.6666666666666666,9.91183269968065,,,32.0
noisy,1.73,0.0,1.6515118059316032,1,0.25,1.0,9.911905202803826,,,181.0
noisy,1.8199999999999998,0.0,1.4483793132297664,1,0.25,0.3333333333333333,9.912676688570956,,,25.0
noisy,1.91,0.0,1.6798946956607679,1,0.25,0.6666666666666666,9.916646426278325,,,40.0
noisy,2.0,0.0,1.519759084033577,1,0.25,0.0,2.180487775027262,,,26.0
noisy,0.2,0.0,-0.3984001145453094,2,0.25,0.0,0.0,,,9.0
noisy,0.29000000000000004,0.0,-0.42902026731549564,2,0.25,0.0,0.0,,,26.0
noisy,0.38,0.0,-0.18972279843674422,2,0.25,0.0,0.0,,,42.0
noisy,0.47000000000000003,0.0,-0.055576394047386235,2,0.25,0.0,0.012449895813919965,,,6.0
noisy,0.56,0.0,0.06445476910938812,2,0.25,0.0,0.01758014882636257,,,6.0
noisy,0.6499999999999999,0.0,0.11133334741305186,2,0.25,0.0,0.04082099200223574,,,8.0
noisy,0.74,0.0,0.02529743171184998,2,0.25,0.0,0.007578779483157309,,,1.0
noisy,0.8300000000000001,0.0,0.0507615222521372,2,0.25,0.0,0.024138584342656522,,,8.0
noisy,0.9199999999999999,0.0,0.06474171484230508,2,0.25,0.0,0.014379832721359188,,,4.0
noisy,1.01,0.0,0.005803768931843987,2,0.25,0.0,0.00359281978519023,,,6.0
noisy,1.0999999999999999,0.0,0.07383012214446773,2,0.25,0.0,0.01660356718514209,,,7.0
noisy,1.19,0.0,0.04539574632567698,2,0.25,0.0,0.021930347478764923,,,9.0
noisy,1.28,0.0,0.06664631563794882,2,0.25,0.0,0.014370886853052161,,,5.0
noisy,1.3699999999999999,0.0,0.02877941392051432,2,0.25,0.0,0.0070686523420652545,,,7.0
noisy,1.46,0.0,-0.0032795953232429924,2,0.25,0.0,0.01484385306069207,,,4.0
noisy,1.5499999999999998,0.0,0.21226817772043616,2,0.25,0.0,0.06701024662015358,,,5.0
noisy,1.64,0.0,0.0737304910307998,2,0.25,0.0,0.012932157637118974,,,4.0
noisy,1.73,0.0,0.09009056939718603,2,0.25,0.0,0.015978164832134018,,,6.0
noisy,1.8199999999999998,0.0,0.1347905987578222,2,0.25,0.0,0.04575753822944718,,,5.0
noisy,1.91,0.0,0.07637877363217249,2,0.25,0.0,0.025977537018867975,,,7.0
noisy,2.0,0.0,0.13873761307557933,2,0.25,0.0,0.031903271062203795,,,5.0
noisy,0.2,0.0,-0.3911622286195178,3,0.25,0.0,0.0,,,33.0
noisy,0.29000000000000004,0.0,-0.11569473435319434,3,0.25,0.0,0.0015099802924315373,,,7.0
noisy,0.38,0.0,-0.3024158309004133,3,0.25,0.0,0.0,,,4.0
noisy,0.47000000000000003,0.0,0.01668347223918844,3,0.25,0.0,0.0252357396451558,,,7.0
noisy,0.56,0.0,-0.04758884931166046,3,0.25,0.0,0.0,,,4.0
noisy,0.6499999999999999,0.0,0.1313717513948225,3,0.25,0.0,0.10188835969040343,,,6.0
noisy,0.74,0.0,0.08154815249269987,3,0.25,0.0,0.029156399681856016,,,6.0
noisy,0.8300000000000001,0.0,0.05641303099327202,3,0.25,0.0,0.025134682931722767,,,8.0
noisy,0.9199999999999999,0.0,0.11277155919464825,3,0.25,0.0,0.04552213140314867,,,2.0
noisy,1.01,0.0,0.028402561264091644,3,0.25,0.0,0.011987942807578159,,,4.0
noisy,1.0999999999999999,0.0,0.07172595569078644,3,0.25,0.0,0.02735713061741976,,,6.0
noisy,1.19,0.0,0.09561926676524697,3,0.25,0.0,0.06910318981221135,,,4.0
noisy,1.28,0.0,0.02208301329752513,3,0.25,0.0,0.014463529957277168,,,4.0
noisy,1.3699999999999999,0.0,0.14997669615712889,3,0.25,0.0,0.03801818640202848,,,6.0
noisy,1.46,0.0,0.12350762869050323,3,0.25,0.0,0.0442056831832475,,,5.0
noisy,1.5499999999999998,0.0,0.10479710072349531,3,0.25,0.0,0.04437826196721579,,,6.0
noisy,1.64,0.0,0.12746250404066103,3,0.25,0.0,0.045680372108231386,,,4.0
noisy,1.73,0.0,0.1151080178914926,3,0.25,0.0,0.036545125931402085,,,5.0
noisy,1.8199999999999998,0.0,0.12588009215375995,3,0.25,0.0,0.04655024409767808,,,7.0
noisy,1.91,0.0,0.08918144107117944,3,0.25,0.0,0.032886579400210635,,,5.0
noisy,2.0,0.0,0.14426095642296874,3,0.25,0.0,0.05471193484808182,,,2.0
noisy,0.2,0.0,-0.4092412228508844,4,0.25,0.0,0.0,,,23.0
noisy,0.29000000000000004,0.0,-0.25284096348080004,4,0.25,0.0,0.002101830149014033,,,40.0
noisy,0.38,0.0,-0.19326070976308263,4,0.25,0.0,0.01813819944672631,,,28.0
noisy,0.47000000000000003,0.0,-0.10334761198154974,4,0.25,0.0,0.0,,,13.0
noisy,0.56,0.0,-0.032909382951236694,4,0.25,0.0,0.0018986431689722186,,,5.0
noisy,0.6499999999999999,0.0,-0.02839520270724205,4,0.25,0.0,0.006582668229201921,,,6.0
noisy,0.74,0.0,-0.042552083759566484,4,0.25,0.0,0.006929415511877178,,,6.0
noisy,0.8300000000000001,0.0,-0.021905607226527984,4,0.25,0.0,0.005512481391665794,,,2.0
noisy,0.9199999999999999,0.0,-0.014237143115835663,4,0.25,0.0,0.03701993985427456,,,7.0
noisy,1.01,0.0,-0.02868220475178487,4,0.25,0.0,0.002454606024428898,,,7.0
noisy,1.0999999999999999,0.0,0.06998942414616613,4,0.25,0.0,0.014932052036935727,,,6.0
noisy,1.19,0.0,0.14577317708183724,4,0.25,0.0,0.03852293606054212,,,4.0
noisy,1.28,0.0,-0.06521101671120205,4,0.25,0.0,8.813777042522228e-05,,,5.0
noisy,1.3699999999999999,0.0,0.22943709147826694,4,0.25,0.0,0.10935968740844448,,,4.0
noisy,1.46,0.0,-0.04348547678865819,4,0.25,0.0,0.007899414874597312,,,6.0
noisy,1.5499999999999998,0.0,0.05392222340340272,4,0.25,0.0,0.012785648163579924,,,7.0
noisy,1.64,0.0,0.003920887134251934,4,0.25,0.0,0.006410270320292684,,,2.0
noisy,1.73,0.0,0.07654497239175671,4,0.25,0.0,0.02725362800108293,,,8.0
