Speed Value,Angle,Ground Noise,Mean Speed,Success,Reward,Ground Resolution
0.2,-15,0.1,0.6061165525289318,True,1469.2865013503022,0.2
1.1333333333333333,-15,0.1,0.0,True,472.1433693139737,0.2
2.0666666666666664,-15,0.1,1.0968812180139778,True,1286.0512905246583,0.2
3.0,-15,0.1,0.17953702821829043,False,25.82833008184793,0.2
0.2,-13,0.1,0.0,True,1422.1697747326584,0.2
1.1333333333333333,-13,0.1,0.7760499526300545,True,1395.5549145411817,0.2
2.0666666666666664,-13,0.1,0.9822960124618195,True,1308.786900763509,0.2
3.0,-13,0.1,-0.0736788301693698,False,-58.29289073087155,0.2
0.2,-12,0.1,0.0,True,332.13187113709006,0.2
1.1333333333333333,-12,0.1,0.47776090424412077,True,1410.4835731763562,0.2
2.0666666666666664,-12,0.1,1.2965293456460607,True,1454.2749378622605,0.2
3.0,-12,0.1,0.2865955864757618,False,188.4187119367128,0.2
0.2,-11,0.1,0.2950846440476288,True,1453.2428375143656,0.2
1.1333333333333333,-11,0.1,0.8675988698128142,True,1559.986739903569,0.2
2.0666666666666664,-11,0.1,1.526853203693955,True,1421.9645636941987,0.2
3.0,-11,0.1,1.4872276480548778,False,821.831218044769,0.2
0.2,-10,0.1,0.46017381703435795,True,1399.0143611410983,0.2
1.1333333333333333,-10,0.1,0.5617256383090826,True,1497.6530449479842,0.2
2.0666666666666664,-10,0.1,0.0,True,848.205953947474,0.2
3.0,-10,0.1,0.16868087678034954,False,39.82071302918806,0.2
0.2,-8,0.1,0.0,True,112.76979236799038,0.2
1.1333333333333333,-8,0.1,-0.0928153860451209,False,-30.57878160942702,0.2
2.0666666666666664,-8,0.1,0.0,True,143.98068676590265,0.2
3.0,-8,0.1,0.0,True,-34.61882072480773,0.2
0.2,-7,0.1,0.0,True,1230.288894120736,0.2
1.1333333333333333,-7,0.1,1.0869931913565585,True,1206.9195429039282,0.2
2.0666666666666664,-7,0.1,0.0,True,105.85173506215516,0.2
3.0,-7,0.1,0.0,True,323.38794125599424,0.2
0.2,-6,0.1,0.29282986329987987,True,1575.2124305865732,0.2
1.1333333333333333,-6,0.1,0.005622482467603644,False,-17.662556646209296,0.2
2.0666666666666664,-6,0.1,1.28943699041514,True,1628.0922085475909,0.2
3.0,-6,0.1,1.0757642615622325,False,590.01788863583,0.2
0.2,-4,0.1,0.0,True,1641.235798142393,0.2
1.1333333333333333,-4,0.1,0.10233334058238726,True,1147.664260237124,0.2
2.0666666666666664,-4,0.1,-0.08238903694059427,False,-47.0645994872518,0.2
3.0,-4,0.1,-0.08207966116237955,False,-45.18793383202398,0.2
0.2,-3,0.1,-0.07477379812442793,False,-42.62464315950537,0.2
1.1333333333333333,-3,0.1,0.3193946575221032,True,1458.5934498976872,0.2
2.0666666666666664,-3,0.1,-0.08398161882296167,False,-48.88450201141448,0.2
3.0,-3,0.1,-0.011185349615901905,False,-6.005708621460638,0.2
0.2,-1,0.1,-0.07885685001370532,False,-29.67547882295478,0.2
1.1333333333333333,-1,0.1,0.4529284507772796,True,1330.3661524387783,0.2
2.0666666666666664,-1,0.1,0.39058036535942875,True,1342.1034263779713,0.2
3.0,-1,0.1,0.0,True,-826.287100867507,0.2
0.2,0,0.1,0.0,True,1743.6713756037955,0.2
1.1333333333333333,0,0.1,0.0,True,1511.1137651939416,0.2
2.0666666666666664,0,0.1,1.1444965966294434,True,1219.7092153873787,0.2
3.0,0,0.1,-0.08132788902232073,False,-79.56249806409622,0.2
0.2,1,0.1,0.0,True,1266.6758768154134,0.2
1.1333333333333333,1,0.1,0.0,True,173.832706838805,0.2
2.0666666666666664,1,0.1,-0.08439629566771775,False,-44.72297458975305,0.2
3.0,1,0.1,-0.08402937979518864,False,-96.75224364233668,0.2
0.2,3,0.1,0.0,True,574.1591817446553,0.2
1.1333333333333333,3,0.1,0.4484733808720791,True,1009.9403903260867,0.2
2.0666666666666664,3,0.1,-0.0892598864967795,False,-42.6399327970831,0.2
3.0,3,0.1,0.5514672710269054,True,1124.779826281994,0.2
0.2,4,0.1,0.0,True,1521.015079668706,0.2
1.1333333333333333,4,0.1,0.10572645975473519,True,1384.0266337220396,0.2
2.0666666666666664,4,0.1,0.0,True,780.4413927520424,0.2
3.0,4,0.1,0.0,True,-280.4377299861384,0.2
