Speed Value,Angle,Ground Noise,Mean Speed,Success,Reward
0.1,-20.0,0.0,0.006865197828777666,False,-3.151873974542557
0.4625,-20.0,0.0,0.007330336057562359,False,-4.231710224938909
0.825,-20.0,0.0,0.007132773815833038,False,-5.487178490209542
1.1875,-20.0,0.0,0.00696151594117748,False,-5.869780976953411
1.55,-20.0,0.0,0.007704278219422453,False,-6.006727261165812
1.9125,-20.0,0.0,0.007821481795244584,False,-6.295596803286481
2.275,-20.0,0.0,0.00790718806968672,False,-4.01363052281358
2.6375,-20.0,0.0,0.008097305630611371,False,-11.561487807717517
3.0,-20.0,0.0,0.007876925237583664,False,-10.720325235872426
0.1,-19.0,0.0,0.006974287488583582,False,-2.575735663579228
0.4625,-19.0,0.0,0.007588453494988256,False,-1.8231827704185868
0.825,-19.0,0.0,0.007255251304969146,False,-1.710263826326086
1.1875,-19.0,0.0,0.007206510398463395,False,-6.136982709505004
1.55,-19.0,0.0,0.008233260996720868,False,-6.564059196887017
1.9125,-19.0,0.0,0.007781961731518338,False,-1.9014210139161793
2.275,-19.0,0.0,0.00835618675306988,False,-2.3081182779201637
2.6375,-19.0,0.0,0.008081913434171308,False,-7.728512626817731
3.0,-19.0,0.0,0.008308134371913104,False,-10.178985521744345
0.1,-18.000000000000004,0.0,0.007052628121694836,False,-0.4062479910806882
0.4625,-18.000000000000004,0.0,0.007592739283405701,False,1.2969207443722564
0.825,-18.000000000000004,0.0,0.007990542767762631,False,0.2527737311754805
1.1875,-18.000000000000004,0.0,0.007419439228674654,False,-3.4538861462922865
1.55,-18.000000000000004,0.0,0.008477857319285503,False,-7.111573896261893
1.9125,-18.000000000000004,0.0,0.008678146786579504,False,-4.312272007437261
2.275,-18.000000000000004,0.0,0.00882588652206328,False,-0.6956106534874795
2.6375,-18.000000000000004,0.0,0.00909409234508224,False,-1.2268254440803625
3.0,-18.000000000000004,0.0,0.008683091840410665,False,-8.247653344213244
0.1,-16.999999999999996,0.0,0.008738031785370312,False,3.463529975380519
0.4625,-16.999999999999996,0.0,0.008509749573789468,False,3.6657893021147157
0.825,-16.999999999999996,0.0,0.009451632851034435,False,4.142164638508712
1.1875,-16.999999999999996,0.0,0.009032162640763038,False,0.6851979191676847
1.55,-16.999999999999996,0.0,0.009593089278966242,False,-3.723824044035938
1.9125,-16.999999999999996,0.0,0.009310765974035119,False,0.5490495887188249
2.275,-16.999999999999996,0.0,0.010018423594189103,False,-4.916174650870232
2.6375,-16.999999999999996,0.0,0.010657009589111456,False,-7.938068462483373
3.0,-16.999999999999996,0.0,0.010563180006801114,False,-7.759521019949464
0.1,-16.0,0.0,0.26611271134052744,True,1953.0382062383942
0.4625,-16.0,0.0,0.2572619537543558,True,1990.1599470433446
0.825,-16.0,0.0,0.4840563527739972,True,1823.1643261032411
1.1875,-16.0,0.0,1.4268830218121233,True,1248.0148881475309
1.55,-16.0,0.0,1.7137289252939962,True,944.470973060253
1.9125,-16.0,0.0,0.9127534794302796,True,1579.8669754604398
2.275,-16.0,0.0,1.8803743639443737,True,1095.6540630716277
2.6375,-16.0,0.0,0.7169599974155899,True,1394.9092172090159
3.0,-16.0,0.0,1.8809307432027822,True,786.3880426270996
0.1,-15.0,0.0,0.26529887835375177,True,1944.2601046757384
0.4625,-15.0,0.0,0.7111245257314488,True,1501.178174355542
0.825,-15.0,0.0,0.5401032307905134,True,1781.7004336840205
1.1875,-15.0,0.0,1.5345617162084797,True,1174.516435553059
1.55,-15.0,0.0,1.3288528332940002,True,1384.3710396473452
1.9125,-15.0,0.0,1.7683969977774012,True,1170.9894763419384
2.275,-15.0,0.0,1.867251802391113,True,1108.5706231659194
2.6375,-15.0,0.0,0.3478445935374224,False,67.4283952852329
3.0,-15.0,0.0,1.792202455225428,True,815.4132585349329
0.1,-14.0,0.0,0.24030153348259775,True,2017.2249359474515
0.4625,-14.0,0.0,0.30057970229181963,True,1851.3201924472946
0.825,-14.0,0.0,0.3054705596552774,True,2001.1463078654303
1.1875,-14.0,0.0,0.912571913618889,True,1559.9117234563212
1.55,-14.0,0.0,1.0933003721794634,True,1504.933839383019
1.9125,-14.0,0.0,0.4711549742932615,True,1795.6840503221715
2.275,-14.0,0.0,2.021094459758319,True,676.465709109149
2.6375,-14.0,0.0,0.4786278158613613,False,141.46754292462427
3.0,-14.0,0.0,0.2936714049903457,False,174.06566076651285
0.1,-13.0,0.0,0.2169974771610667,True,2057.582222484992
0.4625,-13.0,0.0,0.22444034268155874,True,2084.5980789265695
0.825,-13.0,0.0,0.28867533061697703,True,2076.082515473589
1.1875,-13.0,0.0,1.4987756100934928,True,1107.4403543483184
1.55,-13.0,0.0,1.4265313722247615,False,689.9870063400103
1.9125,-13.0,0.0,1.3770218039888955,True,1328.9126557673467
2.275,-13.0,0.0,1.6019640983279353,True,1177.0194510307483
2.6375,-13.0,0.0,0.4721881470108357,False,146.55610633422006
3.0,-13.0,0.0,1.6023987131948196,True,631.1596861403842
0.1,-11.999999999999998,0.0,0.20803997510603162,True,2094.8636542825834
0.4625,-11.999999999999998,0.0,0.2669063286056921,True,2077.957041924936
0.825,-11.999999999999998,0.0,0.29550869772250454,True,2080.6058314949705
1.1875,-11.999999999999998,0.0,0.9242162941835055,False,457.6763208851657
1.55,-11.999999999999998,0.0,1.2436079267703295,True,1388.9145441553644
1.9125,-11.999999999999998,0.0,0.4606406966085445,True,1803.8906228552478
2.275,-11.999999999999998,0.0,1.7717962478173628,True,736.0990337336219
2.6375,-11.999999999999998,0.0,0.6365970898619219,False,707.2542958081305
3.0,-11.999999999999998,0.0,0.740539243898045,True,1231.9921873512794
0.1,-11.0,0.0,0.19831931181172954,True,2133.930429228065
0.4625,-11.0,0.0,0.31020184685005847,True,1803.524056394019
0.825,-11.0,0.0,0.4637267502651218,True,1764.373674280041
1.1875,-11.0,0.0,0.27161018924521707,False,223.58765714808604
1.55,-11.0,0.0,0.4542306957479855,True,1848.7000215879289
1.9125,-11.0,0.0,0.502601344791932,True,1732.3257890715645
2.275,-11.0,0.0,1.8728948515532,True,738.2193558635281
2.6375,-11.0,0.0,1.8033180884754345,True,762.0676253736348
3.0,-11.0,0.0,0.9089593079244119,False,181.29040223987303
0.1,-10.0,0.0,0.18912811216434655,True,2152.178329382794
0.4625,-10.0,0.0,0.19707220053330948,True,2106.266421658796
0.825,-10.0,0.0,0.2972319511134322,True,2132.7274707038823
1.1875,-10.0,0.0,1.4807048854462004,True,1233.386974518983
1.55,-10.0,0.0,1.2229453467296039,True,1390.8615184370437
1.9125,-10.0,0.0,1.5020834835694532,True,1216.8723523248111
2.275,-10.0,0.0,1.277114037883046,True,1364.629238110117
2.6375,-10.0,0.0,0.10143712563389093,False,96.03908408331783
3.0,-10.0,0.0,0.6807447567608559,True,1366.1286397619021
0.1,-9.000000000000002,0.0,0.19645380200951584,True,2154.3155124916448
0.4625,-9.000000000000002,0.0,0.3092659401895105,True,1753.8863710939559
0.825,-9.000000000000002,0.0,0.3519549127306768,True,1792.5833895319604
1.1875,-9.000000000000002,0.0,1.2840279042434126,True,1255.986192941099
1.55,-9.000000000000002,0.0,0.5424386923835496,True,1873.7856696524552
1.9125,-9.000000000000002,0.0,0.9765101328168709,True,1704.2701941732248
2.275,-9.000000000000002,0.0,1.4375170516642986,True,1262.5912382954766
2.6375,-9.000000000000002,0.0,0.40721693738822096,True,1658.5212029905906
3.0,-9.000000000000002,0.0,1.716972843938893,True,803.6298128428136
0.1,-8.0,0.0,0.1800677773040378,True,2299.885899488855
0.4625,-8.0,0.0,0.3701924593190308,True,1664.279623167192
0.825,-8.0,0.0,0.31575645342523206,True,2050.9047496621165
1.1875,-8.0,0.0,1.2449366474870898,True,1305.3800071232795
1.55,-8.0,0.0,0.33385534368269637,True,1950.8057882388925
1.9125,-8.0,0.0,1.5780501834272413,True,988.6274222684146
2.275,-8.0,0.0,1.3579201333240043,True,1263.7741692285401
2.6375,-8.0,0.0,1.1368667323295436,True,858.0405926548818
3.0,-8.0,0.0,0.007065765663072414,False,6.917562431059395
0.1,-7.0,0.0,0.16515385813230093,True,2257.079093451983
0.4625,-7.0,0.0,0.21068512809925824,True,2030.2367646946568
0.825,-7.0,0.0,0.3799605438732536,True,1987.8422354524291
1.1875,-7.0,0.0,1.314124373486853,True,1260.1542647616411
1.55,-7.0,0.0,1.075555724852546,True,1507.6734039714424
1.9125,-7.0,0.0,1.2222463386103894,True,1398.9745065808427
2.275,-7.0,0.0,1.3596037548908595,True,1208.416145500291
2.6375,-7.0,0.0,0.5488502371669793,False,489.37536824335285
3.0,-7.0,0.0,0.03559845722585543,False,1.3008215288261304
0.1,-5.999999999999999,0.0,0.17545652981898002,True,2173.6878402756925
0.4625,-5.999999999999999,0.0,0.2843519055988804,True,1876.8483221157182
0.825,-5.999999999999999,0.0,0.33486104348068746,True,2035.4503344968793
1.1875,-5.999999999999999,0.0,0.8927178392164772,True,1573.419148839451
1.55,-5.999999999999999,0.0,1.1755845211964595,True,1369.0563497308015
1.9125,-5.999999999999999,0.0,1.2872088059299682,True,1412.5353375570999
2.275,-5.999999999999999,0.0,0.5333287948756361,True,1602.0713539530418
2.6375,-5.999999999999999,0.0,1.4898380666796678,True,751.7025436630583
3.0,-5.999999999999999,0.0,0.4133486036600159,False,413.2159782699949
0.1,-5.0,0.0,0.15552022726907958,True,2202.433088991516
