Speed,Angle,Distance,Success,Reward
0.3,-15.0,0,False,74.56147121261986
0.6,-15.0,0,False,51.19394320050852
0.9,-15.0,0,False,38.50431439544802
1.2,-15.0,0,False,28.87696450476478
1.5,-15.0,0,False,16.508432834618965
1.8,-15.0,0,False,24.1219291077092
2.1,-15.0,0,False,18.671193707616496
2.4,-15.0,0,False,0.9221494259735081
2.7,-15.0,0,False,3.4319969711991103
3.0,-15.0,0,False,-15.186660073326207
0.3,-14.49,0,False,72.71863472860191
0.6,-14.49,0,False,56.49626603978448
0.9,-14.49,0,False,40.32310049462787
1.2,-14.49,0,False,31.01892176633008
1.5,-14.49,0,False,19.497371329679105
1.8,-14.49,0,False,20.35214063663956
2.1,-14.49,0,False,12.242535435995732
2.4,-14.49,0,False,12.251683996848922
2.7,-14.49,0,False,14.451059584409625
3.0,-14.49,0,False,6.346355665549586
0.3,-13.98,0,False,72.7886713618283
0.6,-13.98,0,False,50.39855397461781
0.9,-13.98,0,False,41.23499418316705
1.2,-13.98,0,False,33.571019984345924
1.5,-13.98,0,False,14.568335298359905
1.8,-13.98,0,False,16.206917449239565
2.1,-13.98,0,False,9.042557392686787
2.4,-13.98,0,False,8.324761180362133
2.7,-13.98,0,False,-6.928007738396117
3.0,-13.98,0,False,12.918901827137738
0.3,-13.47,0,False,72.43204997989957
0.6,-13.47,0,False,49.67317736541281
0.9,-13.47,0,False,36.4436271668412
1.2,-13.47,0,False,29.52446954233263
1.5,-13.47,0,False,19.582996823480777
1.8,-13.47,0,False,14.449161570947417
2.1,-13.47,0,False,12.795590554469
2.4,-13.47,0,False,1.9286365701034196
2.7,-13.47,0,False,18.46717878386335
3.0,-13.47,0,False,1.1179642497297166
0.3,-12.97,0,False,87.77286101226133
0.6,-12.97,0,False,53.11510004658993
0.9,-12.97,0,False,35.42574089741915
1.2,-12.97,0,False,23.106515626672376
1.5,-12.97,0,False,26.38956457758569
1.8,-12.97,0,False,31.684990300954816
2.1,-12.97,0,False,24.754392767847676
2.4,-12.97,0,False,8.351809159582007
2.7,-12.97,0,False,4.730864035345947
3.0,-12.97,0,False,-1.6480056010920308
0.3,-12.46,0,False,77.25365998827789
0.6,-12.46,0,False,57.13893323722511
0.9,-12.46,0,False,38.75051481793884
1.2,-12.46,0,False,26.83965395583548
1.5,-12.46,0,False,21.935410546411717
1.8,-12.46,0,False,27.766135814886166
2.1,-12.46,0,False,12.998990406977201
2.4,-12.46,0,False,8.268012399537751
2.7,-12.46,0,False,15.755336047059496
3.0,-12.46,0,False,-3.398709944404314
0.3,-11.95,0,False,66.93956528896801
0.6,-11.95,0,False,50.63806064068569
0.9,-11.95,0,False,39.44270208452627
1.2,-11.95,0,False,24.387784903795236
1.5,-11.95,0,False,23.0571461244027
1.8,-11.95,0,False,29.279324268459128
2.1,-11.95,0,False,15.11538253736446
2.4,-11.95,0,False,2.3990617528556495
2.7,-11.95,0,False,-3.5355221093013336
3.0,-11.95,0,False,1.5160461529644547
0.3,-11.44,0,False,81.44355088192802
0.6,-11.44,0,False,51.153639732097766
0.9,-11.44,0,False,38.230193181080026
1.2,-11.44,0,False,24.56431474518847
1.5,-11.44,0,False,23.221077868849218
1.8,-11.44,0,False,18.340077039465193
2.1,-11.44,0,False,15.402942789663044
2.4,-11.44,0,False,7.8385035111911545
2.7,-11.44,0,False,9.54729155852069
3.0,-11.44,0,False,2.6145111714424942
0.3,-10.93,0,False,70.94395020687257
0.6,-10.93,0,False,52.42988368724503
0.9,-10.93,0,False,40.42217385443692
1.2,-10.93,0,False,25.789088600564977
1.5,-10.93,0,False,25.63278262959689
1.8,-10.93,0,False,24.336587313490085
2.1,-10.93,0,False,15.055410835674826
2.4,-10.93,0,False,1.682057638834035
2.7,-10.93,0,False,-2.708096800813144
3.0,-10.93,0,False,11.27531032192756
0.3,-10.42,0,False,75.81580917894497
0.6,-10.42,0,False,47.91362701328961
0.9,-10.42,0,False,38.45674509271392
1.2,-10.42,0,False,22.994203559963317
1.5,-10.42,0,False,24.51005884446905
1.8,-10.42,0,False,19.87952154847928
2.1,-10.42,0,False,12.541501713184704
2.4,-10.42,0,False,4.811376500438863
2.7,-10.42,0,False,13.252040507769062
3.0,-10.42,0,False,8.71275262244676
0.3,-9.92,0,False,74.63218988069681
0.6,-9.92,0,False,52.32827715274491
0.9,-9.92,0,False,36.14719961001544
1.2,-9.92,0,False,30.317474002479784
1.5,-9.92,0,False,16.923302355673396
1.8,-9.92,0,False,18.488748991539374
2.1,-9.92,0,False,6.429299833241979
2.4,-9.92,0,False,2.0142748153646224
2.7,-9.92,0,False,0.04523426870850855
3.0,-9.92,0,False,2.212465201302871
0.3,-9.41,0,False,70.40079114524816
0.6,-9.41,0,False,50.88114360599194
0.9,-9.41,0,False,36.999504947030445
1.2,-9.41,0,False,27.57589503268323
1.5,-9.41,0,False,24.63784543767573
1.8,-9.41,0,False,17.30904473229004
2.1,-9.41,0,False,20.34539158879705
2.4,-9.41,0,False,13.997599691492331
2.7,-9.41,0,False,-5.049777908781401
3.0,-9.41,0,False,11.659941268536672
0.3,-8.9,0,False,80.97696691811602
0.6,-8.9,0,False,58.99287904143836
0.9,-8.9,0,False,33.2092216556151
1.2,-8.9,0,False,29.27821524288104
1.5,-8.9,0,False,22.430047336753713
1.8,-8.9,0,False,26.221891363237916
2.1,-8.9,0,False,16.644132298280326
2.4,-8.9,0,False,14.066516739490233
2.7,-8.9,0,False,5.214117110494243
3.0,-8.9,0,False,14.034035422954444
0.3,-8.39,0,False,70.46221102402872
0.6,-8.39,0,False,50.29335730435305
0.9,-8.39,0,False,42.72245082514486
1.2,-8.39,0,False,31.189704714183343
1.5,-8.39,0,False,17.585210898972033
1.8,-8.39,0,False,26.316678384681918
2.1,-8.39,0,False,19.06584021974988
2.4,-8.39,0,False,-2.1407744976003578
2.7,-8.39,0,False,4.232310437468017
3.0,-8.39,0,False,5.968578521639648
0.3,-7.88,0,False,82.958388126649
0.6,-7.88,0,False,56.11039108940325
0.9,-7.88,0,False,36.92180332221771
1.2,-7.88,0,False,29.397247698393606
1.5,-7.88,0,False,29.76301259348823
1.8,-7.88,0,False,19.36142784596036
2.1,-7.88,0,False,19.046416371558486
2.4,-7.88,0,False,22.535813086283298
2.7,-7.88,0,False,-3.752418634003668
3.0,-7.88,0,False,8.228557048331492
0.3,-7.37,0,False,64.79850600568116
0.6,-7.37,0,False,52.85700635019879
0.9,-7.37,0,False,40.04948389208759
1.2,-7.37,0,False,27.439982565230025
1.5,-7.37,0,False,22.87075705643596
1.8,-7.37,0,False,14.231894681492058
2.1,-7.37,0,False,17.04618048976434
2.4,-7.37,0,False,22.134289988580477
2.7,-7.37,0,False,9.371099357414561
3.0,-7.37,0,False,-5.95608662427118
0.3,-6.86,0,False,74.58932078214872
0.6,-6.86,0,False,50.73690201719366
0.9,-6.86,0,False,41.02369524713144
1.2,-6.86,0,False,17.02941675093494
1.5,-6.86,0,False,20.339948839329875
1.8,-6.86,0,False,26.009482670668895
2.1,-6.86,0,False,25.654298232196723
2.4,-6.86,0,False,17.72817503251953
2.7,-6.86,0,False,1.1826892489485914
