demo type,cmd speed,angle,mean speed,noise level,resolution,success,max range,trial_no
noisy,0.2,0.0,0.1230042628670575,1,0.5,1.0,2.628246491202774,
noisy,0.29000000000000004,0.0,0.1984833185457905,1,0.5,1.0,4.182874170859512,
noisy,0.38,0.0,0.27084523773799246,1,0.5,1.0,5.715044509762455,
noisy,0.47000000000000003,0.0,0.3187674775612652,1,0.5,1.0,7.150874689423684,
noisy,0.56,0.0,0.43782592150925326,1,0.5,1.0,9.265101750878344,
noisy,0.6499999999999999,0.0,0.5446436673972379,1,0.5,1.0,10.00389476268824,
noisy,0.74,0.0,0.6446774482509606,1,0.5,1.0,10.003324009895984,
noisy,0.8300000000000001,0.0,0.6891198345251611,1,0.5,1.0,10.005665626032844,
noisy,0.9199999999999999,0.0,0.8476897687634813,1,0.5,1.0,10.004714526780939,
noisy,1.01,0.0,0.9169417611234639,1,0.5,1.0,10.003412365356574,
noisy,1.0999999999999999,0.0,1.0091054887565318,1,0.5,1.0,10.011233711011576,
noisy,1.19,0.0,1.1131077445343445,1,0.5,1.0,10.00597787985462,
noisy,1.28,0.0,1.1900255383488,1,0.5,1.0,10.011307713069675,
noisy,1.3699999999999999,0.0,1.2282259129215227,1,0.5,1.0,10.008384525982732,
noisy,1.46,0.0,1.304574223406173,1,0.5,1.0,10.01151962883179,
noisy,1.5499999999999998,0.0,1.3628664226183707,1,0.5,1.0,10.009083973544971,
noisy,1.64,0.0,1.4040419179564847,1,0.5,1.0,10.00448766473187,
noisy,1.73,0.0,1.5067880987573006,1,0.5,1.0,10.009615474135858,
noisy,1.8199999999999998,0.0,1.332956978276192,1,0.5,0.6666666666666666,10.005515293154755,
noisy,1.91,0.0,1.2432245496573517,1,0.5,0.3333333333333333,10.008610668980458,
noisy,2.0,0.0,1.0455285123448614,1,0.5,0.0,4.571425616235432,
noisy,0.2,0.0,0.13390341642597092,2,0.5,1.0,2.865403616736155,
noisy,0.29000000000000004,0.0,0.18731658870242515,2,0.5,1.0,3.8026440881421393,
noisy,0.38,0.0,0.25784235768106173,2,0.5,1.0,5.58136470353972,
noisy,0.47000000000000003,0.0,0.3393234822096485,2,0.5,1.0,7.4453359269158135,
noisy,0.56,0.0,0.486339444434616,2,0.5,1.0,10.000733692978674,
noisy,0.6499999999999999,0.0,0.5009069512325889,2,0.5,1.0,10.00456929534985,
noisy,0.74,0.0,0.6279211475314782,2,0.5,1.0,10.002461254350765,
noisy,0.8300000000000001,0.0,0.6885996453146226,2,0.5,1.0,10.002915893196175,
noisy,0.9199999999999999,0.0,0.8195860540429356,2,0.5,1.0,10.005962550886144,
noisy,1.01,0.0,0.9474881707424897,2,0.5,1.0,10.007509068997797,
noisy,1.0999999999999999,0.0,1.015798092447202,2,0.5,1.0,10.00874856270882,
noisy,1.19,0.0,1.161301807383421,2,0.5,1.0,10.00369196181851,
noisy,1.28,0.0,1.1883769653622067,2,0.5,1.0,10.010529370991115,
noisy,1.3699999999999999,0.0,1.2583167112949005,2,0.5,1.0,10.011672710499608,
noisy,1.46,0.0,1.3349831565684773,2,0.5,1.0,10.012306101310529,
noisy,1.5499999999999998,0.0,1.3942610809993126,2,0.5,1.0,10.01074109290464,
noisy,1.64,0.0,1.4420431098047766,2,0.5,1.0,10.016410556450582,
noisy,1.73,0.0,1.4694459774059683,2,0.5,1.0,10.012684012995711,
noisy,1.8199999999999998,0.0,1.5368158007403923,2,0.5,1.0,10.011452742052429,
noisy,1.91,0.0,1.2357425014847456,2,0.5,0.3333333333333333,10.007530910565798,
noisy,2.0,0.0,0.7459953076100013,2,0.5,0.0,1.1294389702215133,
noisy,0.2,0.0,0.1360224947404484,3,0.5,1.0,3.0002493442729676,
noisy,0.29000000000000004,0.0,0.17981579289860403,3,0.5,1.0,3.9297803825256574,
noisy,0.38,0.0,0.25934910962433394,3,0.5,1.0,5.518558510687246,
noisy,0.47000000000000003,0.0,0.34583249316389564,3,0.5,1.0,8.178122748436056,
noisy,0.56,0.0,0.39902762916634876,3,0.5,1.0,8.401573473558273,
noisy,0.6499999999999999,0.0,0.5564058923056336,3,0.5,1.0,10.004282770217488,
noisy,0.74,0.0,0.6113303004679937,3,0.5,1.0,10.002902649427734,
noisy,0.8300000000000001,0.0,0.6987567436168566,3,0.5,1.0,10.002785277222815,
noisy,0.9199999999999999,0.0,0.8342942225466946,3,0.5,1.0,10.006356945598247,
noisy,1.01,0.0,0.9687344928158579,3,0.5,1.0,10.006481158692377,
noisy,1.0999999999999999,0.0,1.0529852290294215,3,0.5,1.0,10.00727925266906,
noisy,1.19,0.0,1.1258734566918422,3,0.5,1.0,10.005629448389366,
noisy,1.28,0.0,1.1937747806549075,3,0.5,1.0,10.011838342979821,
noisy,1.3699999999999999,0.0,1.2574618936111543,3,0.5,1.0,10.014603005318921,
noisy,1.46,0.0,1.3126384491641143,3,0.5,1.0,10.011971508494128,
noisy,1.5499999999999998,0.0,1.3921716741739487,3,0.5,1.0,10.008740526645758,
noisy,1.64,0.0,1.4284789707448395,3,0.5,1.0,10.011725053434299,
noisy,1.73,0.0,1.3517338733903415,3,0.5,0.6666666666666666,10.002703543961433,
noisy,1.8199999999999998,0.0,1.5450157733974297,3,0.5,1.0,10.013069786538821,
noisy,1.91,0.0,1.3548373738946236,3,0.5,0.6666666666666666,10.01327034586479,
noisy,2.0,0.0,1.457369402777245,3,0.5,0.6666666666666666,10.003835070749755,
noisy,0.2,0.0,0.1226059897552093,4,0.5,1.0,2.518830396660512,
noisy,0.29000000000000004,0.0,0.19104571082502333,4,0.5,1.0,4.120553710265155,
noisy,0.38,0.0,0.2733218193457036,4,0.5,1.0,5.59439028021094,
noisy,0.47000000000000003,0.0,0.3694960972563397,4,0.5,1.0,8.762278541580022,
noisy,0.56,0.0,0.46169236606199976,4,0.5,1.0,10.002176880140526,
noisy,0.6499999999999999,0.0,0.5516447728179384,4,0.5,1.0,10.00368380387559,
noisy,0.74,0.0,0.6518613250162394,4,0.5,1.0,10.004396266329733,
noisy,0.8300000000000001,0.0,0.7164901984912596,4,0.5,1.0,10.001878070832966,
noisy,0.9199999999999999,0.0,0.8660567546130863,4,0.5,1.0,10.0065043554047,
noisy,1.01,0.0,0.962046809106219,4,0.5,1.0,10.009395400597503,
noisy,1.0999999999999999,0.0,0.9992314183570049,4,0.5,1.0,10.008629663105415,
noisy,1.19,0.0,1.167497618974443,4,0.5,1.0,10.007800681031105,
noisy,1.28,0.0,1.1641902988697914,4,0.5,1.0,10.00968362112745,
noisy,1.3699999999999999,0.0,1.2267684936017473,4,0.5,1.0,10.00400511164934,
noisy,1.46,0.0,1.2989303855513354,4,0.5,1.0,10.011508370848052,
noisy,1.5499999999999998,0.0,1.3963308533423888,4,0.5,1.0,10.013775936829406,
noisy,1.64,0.0,1.4404388306622977,4,0.5,1.0,10.009243179635343,
noisy,1.73,0.0,1.397489025404149,4,0.5,0.6666666666666666,10.008330001746677,
noisy,1.8199999999999998,0.0,1.358125355924387,4,0.5,0.6666666666666666,10.009592230571183,
noisy,1.91,0.0,1.2291471541530516,4,0.5,0.3333333333333333,10.007309565047105,
noisy,2.0,0.0,0.8791009676169601,4,0.5,0.0,1.1175151727156796,
noisy,0.2,0.0,0.13493182666288486,5,0.5,1.0,2.9167539713680943,
noisy,0.29000000000000004,0.0,0.18757852955802626,5,0.5,1.0,3.820004081014499,
noisy,0.38,0.0,0.24824036081122133,5,0.5,1.0,6.030385711670537,
noisy,0.47000000000000003,0.0,0.39762409229702866,5,0.5,0.6666666666666666,8.380960884040848,
noisy,0.56,0.0,0.43635269945834754,5,0.5,1.0,9.472225720068609,
noisy,0.6499999999999999,0.0,0.5234401567646586,5,0.5,1.0,10.005786040007083,
noisy,0.74,0.0,0.6537521198376196,5,0.5,1.0,10.001152206649515,
noisy,0.8300000000000001,0.0,0.7144877992452755,5,0.5,1.0,10.005967549243334,
noisy,0.9199999999999999,0.0,0.8500743617219658,5,0.5,1.0,10.007989429113223,
