Speed Value,Angle,Ground Noise,Mean Speed,Success,Reward,Ground Resolution,AVG Success
0.4,-11.0,0.0,0.5791992939359697,,2544.5749228167547,0.1,1.0
0.88,-11.0,0.0,0.6997800806567833,,2250.276780718408,0.1,1.0
1.3599999999999999,-11.0,0.0,0.9599654334992348,,2116.754244236328,0.1,1.0
1.8399999999999999,-11.0,0.0,1.1988176919228342,,1723.0185388015182,0.1,1.0
2.32,-11.0,0.0,0.9560348126928722,,1295.4721386995413,0.1,0.9
2.8,-11.0,0.0,1.2739290982900329,,1374.6252314817132,0.1,0.6
0.4,-10.0,0.0,0.5711396699880218,,2618.358715217513,0.1,1.0
0.88,-10.0,0.0,0.6799519208556876,,2481.6990764652865,0.1,1.0
1.3599999999999999,-10.0,0.0,0.9139593466452076,,2167.0335311059894,0.1,1.0
1.8399999999999999,-10.0,0.0,1.0466204935143442,,2178.9666478433364,0.1,1.0
2.32,-10.0,0.0,0.9597461480812601,,1959.762184003672,0.1,0.9
2.8,-10.0,0.0,1.4660795695340094,,1330.5707934612435,0.1,0.9
0.4,-9.0,0.0,0.5150532062438108,,2338.4621327899576,0.1,1.0
0.88,-9.0,0.0,0.6427609499707254,,2569.9642383082787,0.1,1.0
1.3599999999999999,-9.0,0.0,0.8653516323995951,,2261.261466114939,0.1,1.0
1.8399999999999999,-9.0,0.0,1.1167982325545263,,1978.9400789648728,0.1,1.0
2.32,-9.0,0.0,1.3878589506364991,,1317.4923317384385,0.1,0.8
2.8,-9.0,0.0,1.1613089499713352,,1075.4952934802343,0.1,0.8
0.4,-8.0,0.0,0.5162786970440336,,2481.0765962196083,0.1,1.0
0.88,-8.0,0.0,0.6722204046058311,,2509.693925914264,0.1,1.0
1.3599999999999999,-8.0,0.0,0.8591974742795314,,2181.9238001107456,0.1,1.0
1.8399999999999999,-8.0,0.0,1.0529393984666542,,2140.4883283435465,0.1,1.0
2.32,-8.0,0.0,1.3491540039541579,,1740.370066246894,0.1,0.9
2.8,-8.0,0.0,1.442747826854259,,1587.6188674854332,0.1,0.5
0.4,-7.0,0.0,0.4961897033607574,,2523.22105886082,0.1,1.0
0.88,-7.0,0.0,0.5601313036105948,,2488.087931092578,0.1,1.0
1.3599999999999999,-7.0,0.0,0.7927653306990845,,2199.5601780393536,0.1,1.0
1.8399999999999999,-7.0,0.0,1.0172350291937442,,1980.315292686025,0.1,1.0
2.32,-7.0,0.0,0.9218723958981561,,1695.9878045046598,0.1,0.9
2.8,-7.0,0.0,1.4245694282415249,,119.00495603394617,0.1,0.8
0.4,-6.0,0.0,0.4235087611519591,,2625.527745496929,0.1,1.0
0.88,-6.0,0.0,0.5465901771029724,,2501.006772574592,0.1,1.0
1.3599999999999999,-6.0,0.0,0.8102267829140002,,2334.0962238663524,0.1,1.0
1.8399999999999999,-6.0,0.0,0.8933642940404312,,1975.8150402956717,0.1,1.0
2.32,-6.0,0.0,1.2136804971731592,,1437.8940259426888,0.1,1.0
2.8,-6.0,0.0,1.5955750199598138,,1491.1495559890395,0.1,0.8
0.4,-5.0,0.0,0.40263036315195394,,2584.874936135909,0.1,1.0
0.88,-5.0,0.0,0.5176654126151863,,2473.319526715275,0.1,1.0
1.3599999999999999,-5.0,0.0,0.7952033485472945,,2026.6325733306073,0.1,1.0
1.8399999999999999,-5.0,0.0,0.9223758985379987,,2075.1924468951515,0.1,1.0
2.32,-5.0,0.0,0.8756966077779115,,1597.1971309771166,0.1,1.0
2.8,-5.0,0.0,1.3617808807054486,,246.17382927486494,0.1,0.8
0.4,-4.0,0.0,0.4246707882576854,,2608.754906227114,0.1,1.0
0.88,-4.0,0.0,0.5858207164347876,,2396.221744190754,0.1,1.0
1.3599999999999999,-4.0,0.0,0.7643893109373794,,1999.8314283886668,0.1,1.0
1.8399999999999999,-4.0,0.0,1.0098169184660923,,2047.2055268900942,0.1,1.0
2.32,-4.0,0.0,1.0935933690296449,,1538.7867666731224,0.1,1.0
2.8,-4.0,0.0,1.2878326652049352,,731.8037192737387,0.1,0.4
0.4,-3.0,0.0,0.4081071892759118,,2565.631495806559,0.1,1.0
0.88,-3.0,0.0,0.49377593891570115,,2417.3054729573614,0.1,1.0
1.3599999999999999,-3.0,0.0,0.7682121781243427,,1952.7343099356594,0.1,1.0
1.8399999999999999,-3.0,0.0,0.8414218723083694,,1783.6076829794572,0.1,1.0
2.32,-3.0,0.0,1.0700116020754995,,1869.3030757620704,0.1,1.0
2.8,-3.0,0.0,0.9687428177497671,,1192.4126141386441,0.1,0.8
0.4,-2.0,0.0,0.34068809130181593,,2328.2897578141756,0.1,1.0
0.88,-2.0,0.0,0.47528273109231944,,2473.0808241201344,0.1,1.0
1.3599999999999999,-2.0,0.0,0.6197435022184563,,2236.359139436886,0.1,1.0
1.8399999999999999,-2.0,0.0,0.6433160166168095,,1811.2215115437145,0.1,1.0
2.32,-2.0,0.0,0.776371236110795,,1763.4584957934455,0.1,1.0
2.8,-2.0,0.0,1.378003896124526,,1391.231859097764,0.1,0.6
0.4,-1.0,0.0,0.2986753311470244,,2611.3792026069636,0.1,1.0
0.88,-1.0,0.0,0.47997877394629296,,2330.537196231612,0.1,1.0
1.3599999999999999,-1.0,0.0,0.5755739638502984,,1770.3950038979924,0.1,1.0
1.8399999999999999,-1.0,0.0,0.7852521541084876,,1757.2926961040225,0.1,1.0
2.32,-1.0,0.0,0.7358746916678622,,1730.2757444293472,0.1,0.9
2.8,-1.0,0.0,0.9826401339494035,,1355.2377533522772,0.1,0.8
0.4,0.0,0.0,0.2672565043519485,,2656.6881816966225,0.1,1.0
0.88,0.0,0.0,0.3669578169572708,,2539.622492487788,0.1,1.0
1.3599999999999999,0.0,0.0,0.5499661745718402,,1939.0588653657528,0.1,1.0
1.8399999999999999,0.0,0.0,0.46181893348437864,,1746.9324476094528,0.1,1.0
2.32,0.0,0.0,0.8487782337449136,,1442.4570951481571,0.1,0.9
2.8,0.0,0.0,0.9317665212372493,,1088.271525623559,0.1,0.9
0.4,1.0,0.0,0.31159542595080614,,2549.964467857813,0.1,1.0
0.88,1.0,0.0,0.4650474078737587,,2259.4191488462957,0.1,1.0
1.3599999999999999,1.0,0.0,0.5494082210501314,,2076.7898813482266,0.1,1.0
1.8399999999999999,1.0,0.0,0.4812420776282285,,1690.671159640504,0.1,1.0
2.32,1.0,0.0,0.7417943158739797,,1402.0361517070173,0.1,1.0
2.8,1.0,0.0,0.8501157977037954,,-28.249788486042377,0.1,0.7
0.4,2.0,0.0,0.22437765261120052,,2468.099267620593,0.1,1.0
0.88,2.0,0.0,0.38338084075026224,,2494.4117613015333,0.1,1.0
1.3599999999999999,2.0,0.0,0.41832018058655684,,2188.973611864851,0.1,1.0
1.8399999999999999,2.0,0.0,0.3131086968266351,,1724.284481181965,0.1,1.0
2.32,2.0,0.0,0.8399482464473811,,1476.0367398573128,0.1,0.9
2.8,2.0,0.0,0.8843441157642836,,420.9413009868262,0.1,0.8
0.4,3.0,0.0,0.19184351736554436,,2574.299300948543,0.1,1.0
0.88,3.0,0.0,0.3434792859751855,,2458.804339323477,0.1,1.0
1.3599999999999999,3.0,0.0,0.4494751623149577,,1705.271750454616,0.1,1.0
1.8399999999999999,3.0,0.0,0.33126836973131013,,1663.3334261314094,0.1,1.0
2.32,3.0,0.0,0.5893283888703289,,1411.7928584652511,0.1,1.0
2.8,3.0,0.0,0.732883595381302,,741.0114703479038,0.1,1.0
0.4,4.0,0.0,0.15901474229833887,,2553.4874235802754,0.1,1.0
0.88,4.0,0.0,0.3142830910480151,,2313.48713383087,0.1,1.0
1.3599999999999999,4.0,0.0,0.3146424888399716,,1920.8821749531087,0.1,1.0
1.8399999999999999,4.0,0.0,0.4060557771942519,,1713.8800799993262,0.1,1.0
2.32,4.0,0.0,0.5028556014506659,,1269.3480710374795,0.1,1.0
2.8,4.0,0.0,0.7275992493596206,,1013.9058575714139,0.1,0.8
0.4,5.0,0.0,0.18391057039818343,,2548.4832061406646,0.1,1.0
0.88,5.0,0.0,0.30277720501929106,,2181.3567603875827,0.1,1.0
1.3599999999999999,5.0,0.0,0.44756538386622136,,1770.1621964647952,0.1,1.0
1.8399999999999999,5.0,0.0,0.3063764259999779,,1746.6197531172027,0.1,1.0
2.32,5.0,0.0,0.5492235391573063,,690.4417458073594,0.1,1.0
2.8,5.0,0.0,0.5656963548336896,,5.381128406132419,0.1,0.7
0.4,6.0,0.0,0.17683696459448442,,2589.3604804299252,0.1,1.0
0.88,6.0,0.0,0.24426817208086793,,2065.544956001975,0.1,1.0
1.3599999999999999,6.0,0.0,0.3264278434856175,,1556.1206979635217,0.1,1.0
1.8399999999999999,6.0,0.0,0.2963248380295246,,1554.9337060223093,0.1,0.9
2.32,6.0,0.0,0.5268219492779537,,1306.9667871104725,0.1,0.9
2.8,6.0,0.0,0.5691994986577104,,308.22216529138564,0.1,0.6
0.4,7.0,0.0,0.14186440426965757,,2371.652182884036,0.1,1.0
0.88,7.0,0.0,0.257400752148463,,2004.1511410819232,0.1,1.0
1.3599999999999999,7.0,0.0,0.32423969470385017,,1974.5310993324547,0.1,1.0
1.8399999999999999,7.0,0.0,0.24819962275453772,,1540.2247229499553,0.1,1.0
2.32,7.0,0.0,0.44743213892659617,,338.1141351112473,0.1,1.0
2.8,7.0,0.0,0.3831664939441812,,999.1249647679065,0.1,0.9
0.4,8.0,0.0,0.1301757806968996,,2273.7919378650904,0.1,1.0
0.88,8.0,0.0,0.16285350552084446,,2164.106673447789,0.1,1.0
1.3599999999999999,8.0,0.0,0.2575975248271941,,1620.6606203941058,0.1,1.0
1.8399999999999999,8.0,0.0,0.27944599547402105,,1764.03790942412,0.1,1.0
2.32,8.0,0.0,0.40813846978180807,,568.3443620996215,0.1,1.0
2.8,8.0,0.0,0.6222430495462398,,231.18594842677058,0.1,0.6
0.4,9.0,0.0,0.09931909468454361,,2008.2100081958158,0.1,1.0
0.88,9.0,0.0,0.20319308049556734,,2058.272418142805,0.1,1.0
1.3599999999999999,9.0,0.0,0.16691919045984083,,1765.2476984094424,0.1,1.0
1.8399999999999999,9.0,0.0,0.22028609827583998,,1226.8964971856115,0.1,1.0
2.32,9.0,0.0,0.452676290871654,,407.9304428790847,0.1,1.0
2.8,9.0,0.0,0.4774574037812552,,664.8723724904692,0.1,0.5
0.4,10.0,0.0,0.10526910416657809,,2536.995349806668,0.1,0.9
0.88,10.0,0.0,0.17012004489997837,,2131.6122392167645,0.1,1.0
1.3599999999999999,10.0,0.0,0.17277832808747148,,1555.0090469010606,0.1,1.0
1.8399999999999999,10.0,0.0,0.20430110402371443,,1296.9181476972212,0.1,1.0
2.32,10.0,0.0,0.3227423579136756,,1280.9553053867596,0.1,1.0
2.8,10.0,0.0,0.5514414862776135,,-21.097506655410186,0.1,0.30000000000000004
0.4,11.0,0.0,0.057531600450601086,,2348.755487340473,0.1,1.0
0.88,11.0,0.0,0.15776801453653694,,2063.7964801994667,0.1,1.0
1.3599999999999999,11.0,0.0,0.1675499370491976,,1817.5786007354288,0.1,1.0
1.8399999999999999,11.0,0.0,0.19035526339399853,,1567.5856638460048,0.1,1.0
2.32,11.0,0.0,0.362177028003493,,704.3146900159297,0.1,0.9
2.8,11.0,0.0,0.26645331415574136,,761.3365416362786,0.1,0.5
0.4,12.0,0.0,0.07282080537007626,,2589.9580616091544,0.1,0.8
0.88,12.0,0.0,0.17866624147533128,,2232.3599655094013,0.1,1.0
1.3599999999999999,12.0,0.0,0.13436391309268503,,1951.1926542603642,0.1,1.0
1.8399999999999999,12.0,0.0,0.15066928579341252,,1678.2015791126653,0.1,0.9
2.32,12.0,0.0,0.1255076876862133,,1388.2962312386744,0.1,0.9
2.8,12.0,0.0,0.24814813952985987,,-6.473357701344183,0.1,0.7
0.4,13.0,0.0,0.04219364996878338,,1789.5490708540879,0.1,0.4
0.88,13.0,0.0,0.08271118779234382,,1699.5893587036148,0.1,0.8
1.3599999999999999,13.0,0.0,0.05229403034889999,,1664.5659552748307,0.1,0.6
1.8399999999999999,13.0,0.0,0.06615421663122127,,1245.330444982811,0.1,0.9
2.32,13.0,0.0,0.12713256198812167,,1192.6815617740504,0.1,0.5
2.8,13.0,0.0,0.0,,285.07222659620584,0.1,0.0
0.4,14.0,0.0,0.0,,1706.1451659747145,0.1,0.0
0.88,14.0,0.0,0.0,,2008.8488386948702,0.1,0.0
1.3599999999999999,14.0,0.0,0.0,,1827.5917646519915,0.1,0.0
1.8399999999999999,14.0,0.0,0.0,,1244.5299059075699,0.1,0.0
2.32,14.0,0.0,0.0,,1451.2646436263449,0.1,0.0
2.8,14.0,0.0,0.1378480903733214,,746.789358036875,0.1,0.09999999999999998
0.4,15.0,0.0,0.0,,1812.6863901059608,0.1,0.0
0.88,15.0,0.0,0.0,,2167.5173630290515,0.1,0.0
1.3599999999999999,15.0,0.0,0.0,,1367.292775860872,0.1,0.0
1.8399999999999999,15.0,0.0,0.0,,1760.56175622932,0.1,0.0
2.32,15.0,0.0,0.0,,1757.3959787538126,0.1,0.0
2.8,15.0,0.0,0.0,,1211.5913689307727,0.1,0.0
0.4,16.0,0.0,0.01976352318945146,,1157.9186720567566,0.1,0.4
0.88,16.0,0.0,0.022707794167653405,,1448.6612926546943,0.1,0.6
1.3599999999999999,16.0,0.0,0.031034682065114616,,1463.1093117951732,0.1,0.4
1.8399999999999999,16.0,0.0,0.04431150685202058,,1079.9579870945522,0.1,0.09999999999999998
2.32,16.0,0.0,0.05062997227354246,,942.9599326112224,0.1,0.19999999999999996
2.8,16.0,0.0,0.0,,551.7771012149391,0.1,0.0
0.4,17.0,0.0,0.0,,1965.4849674671968,0.1,0.0
0.88,17.0,0.0,0.03941951983348749,,514.451971313531,0.1,0.30000000000000004
1.3599999999999999,17.0,0.0,0.0,,1126.1543427231325,0.1,0.0
1.8399999999999999,17.0,0.0,0.0,,148.91286372512937,0.1,0.0
2.32,17.0,0.0,0.0625572901249151,,1105.8209375360461,0.1,0.09999999999999998
2.8,17.0,0.0,0.0,,-56.81150609014901,0.1,0.0
0.4,18.0,0.0,0.02215848033638658,,1329.7525438494513,0.1,0.30000000000000004
0.88,18.0,0.0,0.04798908162857468,,1696.0464536200884,0.1,0.09999999999999998
1.3599999999999999,18.0,0.0,0.0,,1290.3598656392794,0.1,0.0
1.8399999999999999,18.0,0.0,0.04032403263972997,,53.07721142035803,0.1,0.09999999999999998
2.32,18.0,0.0,0.04359694537652507,,413.6654711983807,0.1,0.09999999999999998
2.8,18.0,0.0,0.0,,190.50163781842087,0.1,0.0
0.4,19.0,0.0,0.04105322320901211,,1710.3774714940716,0.1,0.4
0.88,19.0,0.0,0.04383897099731779,,503.8061034703822,0.1,0.8
1.3599999999999999,19.0,0.0,0.04382267978079911,,1029.7882075304997,0.1,0.8
1.8399999999999999,19.0,0.0,0.048213975801977095,,360.7303497284357,0.1,0.8
2.32,19.0,0.0,0.03266374398597399,,617.2843428009436,0.1,0.19999999999999996
2.8,19.0,0.0,0.04927443704440378,,-35.19108999704741,0.1,0.09999999999999998
0.4,20.0,0.0,0.04636987347751976,,1084.2162361113121,0.1,0.30000000000000004
0.88,20.0,0.0,0.04264304022948463,,1102.2674581909905,0.1,0.5
1.3599999999999999,20.0,0.0,0.044855947039065654,,1204.7416984352963,0.1,0.7
1.8399999999999999,20.0,0.0,0.051931097873857704,,592.9411666623872,0.1,0.7
2.32,20.0,0.0,0.04695630566295076,,393.3473552417777,0.1,0.5
2.8,20.0,0.0,0.05507448039969269,,-32.4834830618356,0.1,0.19999999999999996
