Speed,Angle,Distance,Success,Reward
0.3,-15.0,0,False,75.91950592288751
0.6,-15.0,0,False,58.90973296170907
0.9,-15.0,0,False,42.947152995570214
1.2,-15.0,0,False,39.79436642272485
1.5,-15.0,0,False,25.061527357620207
1.8,-15.0,0,False,23.85832641094269
2.1,-15.0,0,False,30.402903072569927
2.4,-15.0,0,False,12.501496777350669
2.7,-15.0,0,False,-7.338165446353058
3.0,-15.0,0,False,4.084339175797803
0.3,-14.49,0,False,71.31046453032101
0.6,-14.49,0,False,53.456771965783815
0.9,-14.49,0,False,45.85851518970506
1.2,-14.49,0,False,30.1022868812929
1.5,-14.49,0,False,30.164982146323133
1.8,-14.49,0,False,32.13504357633174
2.1,-14.49,0,False,19.203680237106518
2.4,-14.49,0,False,10.539167877741274
2.7,-14.49,0,False,12.741387742042
3.0,-14.49,0,False,17.862186015362333
0.3,-13.98,0,False,79.98309329659129
0.6,-13.98,0,False,55.58495002961481
0.9,-13.98,0,False,40.733994226489266
1.2,-13.98,0,False,36.81031094566904
1.5,-13.98,0,False,30.186338866388887
1.8,-13.98,0,False,34.365109669102225
2.1,-13.98,0,False,19.3012693465352
2.4,-13.98,0,False,9.678772624709888
2.7,-13.98,0,False,-3.4689099863649497
3.0,-13.98,0,False,1.9893544734891222
0.3,-13.47,0,False,88.48871978285491
0.6,-13.47,0,False,58.79122581820532
0.9,-13.47,0,False,43.97427309438494
1.2,-13.47,0,False,29.54738870358008
1.5,-13.47,0,False,25.850989562465102
1.8,-13.47,0,False,25.857285620728728
2.1,-13.47,0,False,19.157283604010185
2.4,-13.47,0,False,14.50364427513217
2.7,-13.47,0,False,12.5448754048649
3.0,-13.47,0,False,6.73037099321126
0.3,-12.97,0,False,79.62134834173182
0.6,-12.97,0,False,57.1810223181361
0.9,-12.97,0,False,43.47007974739298
1.2,-12.97,0,False,32.94989802635776
1.5,-12.97,0,False,34.38258255129812
1.8,-12.97,0,False,25.00756450018286
2.1,-12.97,0,False,21.811919088054662
2.4,-12.97,0,False,18.435636153951698
2.7,-12.97,0,False,1.8190977994603355
3.0,-12.97,0,False,26.071732442625837
0.3,-12.46,0,False,85.2491064474482
0.6,-12.46,0,False,53.63923468623208
0.9,-12.46,0,False,46.48567010346959
1.2,-12.46,0,False,28.870771556850748
1.5,-12.46,0,False,27.30501371634815
1.8,-12.46,0,False,24.58182771731947
2.1,-12.46,0,False,17.29770417648153
2.4,-12.46,0,False,28.111461983124013
2.7,-12.46,0,False,15.757627995422268
3.0,-12.46,0,False,16.402501735067965
0.3,-11.95,0,False,86.14352619538015
0.6,-11.95,0,False,59.75671355319967
0.9,-11.95,0,False,42.412323890925066
1.2,-11.95,0,False,26.102941630249177
1.5,-11.95,0,False,24.90535634642866
1.8,-11.95,0,False,28.500951463450583
2.1,-11.95,0,False,16.39913831022664
2.4,-11.95,0,False,15.992423418774171
2.7,-11.95,0,False,18.49290216125045
3.0,-11.95,0,False,11.997842733572211
0.3,-11.44,0,False,78.3015186571701
0.6,-11.44,0,False,55.88218127689974
0.9,-11.44,0,False,45.900567854866026
1.2,-11.44,0,False,35.46447141960654
1.5,-11.44,0,False,23.53312993642763
1.8,-11.44,0,False,27.546080267315304
2.1,-11.44,0,False,29.80168814863158
2.4,-11.44,0,False,12.385447238465959
2.7,-11.44,0,False,3.3388930899805604
3.0,-11.44,0,False,26.578961679229387
0.3,-10.93,0,False,69.96006227335683
0.6,-10.93,0,False,52.09784521829393
0.9,-10.93,0,False,41.07206505600196
1.2,-10.93,0,False,29.504097704470624
1.5,-10.93,0,False,33.739450577234635
1.8,-10.93,0,False,18.00480627544127
2.1,-10.93,0,False,26.659807627411908
2.4,-10.93,0,False,15.627076720349397
2.7,-10.93,0,False,9.397579662363258
3.0,-10.93,0,False,16.134128914179485
0.3,-10.42,0,False,72.51254008395662
0.6,-10.42,0,False,60.99590386725921
0.9,-10.42,0,False,46.05239790584224
1.2,-10.42,0,False,33.760085611217406
1.5,-10.42,0,False,39.669877861530104
1.8,-10.42,0,False,33.75154968860372
2.1,-10.42,0,False,27.399654034119813
2.4,-10.42,0,False,16.18700102289218
2.7,-10.42,0,False,1.5418566931461832
3.0,-10.42,0,False,-1.6612081460982733
0.3,-9.92,0,False,74.34519053972942
0.6,-9.92,0,False,57.565770007903566
