generator,test_idx,speed,r_leg,l_leg,mse,dtw,fft
fft_mlp,1067,1.4681491034371512,0.8755679726600647,0.856531023979187,0.015247691870758634,0.10696071365480203,0.2018272684519421
fft_mlp_old,1067,1.4681491034371512,0.8755679726600647,0.856531023979187,0.02234769051826445,0.10391023757020171,0.24657493529209165
raw_mocap,1067,1.4681491034371512,0.8755679726600647,0.856531023979187,0.01499566515427022,0.17123376179369326,0.44889771144493107
cubic_spline,1067,1.4681491034371512,0.8755679726600647,0.856531023979187,0.01404020130572515,0.18415567729045537,0.6097838877490768
cpg_matsuoka,1067,1.4681491034371512,0.8755679726600647,0.856531023979187,0.10096958428966989,0.7564228176615717,2.711215375572293
fft_mlp_review,718,0.19593413857852712,0.8427228331565857,0.8473520874977112,0.026696945727245385,0.3776443668631829,0.8463557542716887
fft_mlp,718,0.19593413857852712,0.8427228331565857,0.8473520874977112,0.03837819798185483,0.25669000511166173,0.8468836139614283
fft_mlp_old,718,0.19593413857852712,0.8427228331565857,0.8473520874977112,0.03171882898253969,0.24714493366335263,0.8002629001978244
raw_mocap,718,0.19593413857852712,0.8427228331565857,0.8473520874977112,0.05160823864272679,0.40677670554030626,0.7106957136674392
cubic_spline,718,0.19593413857852712,0.8427228331565857,0.8473520874977112,0.03914489137148753,0.34659735116304413,0.6548409836251055
cpg_matsuoka,718,0.19593413857852712,0.8427228331565857,0.8473520874977112,0.022394673504504373,0.3469776469903851,1.3536952712589778
fft_mlp_review,998,0.6291087736034024,0.8030359148979187,0.8173006772994995,0.039198256820871705,0.4112205756989156,0.9149877243299128
fft_mlp,998,0.6291087736034024,0.8030359148979187,0.8173006772994995,0.0024359529702080774,0.11088244256530226,0.2446909200250608
fft_mlp_old,998,0.6291087736034024,0.8030359148979187,0.8173006772994995,0.0019593270750749322,0.08172689393267664,0.2478437446778857
raw_mocap,998,0.6291087736034024,0.8030359148979187,0.8173006772994995,0.011870336011137397,0.18857528856209507,0.5663998823808399
cubic_spline,998,0.6291087736034024,0.8030359148979187,0.8173006772994995,0.004676778938807134,0.12037398105610854,0.41532123640644053
cpg_matsuoka,998,0.6291087736034024,0.8030359148979187,0.8173006772994995,0.06538818039027951,0.6090813425873373,2.186622079305282
