Failed attempts: 228
Total attempts: 280
Success rate: 0.18571428571428572
Max speed: 1.5732485003572307
Demo cases: 
        Speed      Angle  Distance Success       Reward
49   0.200000 -12.820513  0.260426    True  1041.987175
50   0.666667 -12.820513  0.611027    True   978.601344
51   1.133333 -12.820513         0   False    -1.134762
52   1.600000 -12.820513  0.926896    True   860.054666
53   2.066667 -12.820513         0   False    -3.476632
54   2.533333 -12.820513         0   False    -2.782878
55   3.000000 -12.820513         0   False   -10.262564
56   0.200000 -11.794872  0.513091    True   941.231227
57   0.666667 -11.794872         0   False  1011.527557
58   1.133333 -11.794872         0   False   455.646163
59   1.600000 -11.794872         0   False   341.421014
60   2.066667 -11.794872         0   False   312.114452
61   2.533333 -11.794872   0.95768    True   781.073925
62   3.000000 -11.794872  0.718913    True   443.403898
63   0.200000 -10.769231  0.551333    True  1011.191523
64   0.666667 -10.769231         0   False   872.121260
65   1.133333 -10.769231  0.744898    True   910.063494
66   1.600000 -10.769231         0   False   224.311488
67   2.066667 -10.769231         0   False   517.168514
68   2.533333 -10.769231  1.352561    True   534.899749
69   3.000000 -10.769231         0   False   183.558475
70   0.200000  -9.743590  0.359889    True   925.190988
71   0.666667  -9.743590    0.2496    True   786.905618
72   1.133333  -9.743590         0   False   447.972433
73   1.600000  -9.743590         0   False   493.372888
74   2.066667  -9.743590  1.573249    True   870.785092
75   2.533333  -9.743590         0   False   232.309989
76   3.000000  -9.743590         0   False   281.481237
77   0.200000  -8.717949         0   False  1131.205143
78   0.666667  -8.717949  0.250644    True   984.980617
79   1.133333  -8.717949         0   False   262.016543
80   1.600000  -8.717949         0   False   402.830324
81   2.066667  -8.717949         0   False   265.356998
82   2.533333  -8.717949  1.369908   False   582.441741
83   3.000000  -8.717949         0   False   388.970378
84   0.200000  -7.692308  0.405007    True  1081.954178
85   0.666667  -7.692308         0   False  1116.768223
86   1.133333  -7.692308         0   False   498.095789
87   1.600000  -7.692308         0   False   350.614908
88   2.066667  -7.692308         0   False   449.472964
89   2.533333  -7.692308         0   False   236.073817
90   3.000000  -7.692308         0   False   103.496557
91   0.200000  -6.666667  0.237962    True  1034.485891
92   0.666667  -6.666667         0   False  1040.468710
93   1.133333  -6.666667         0   False   916.897193
94   1.600000  -6.666667  0.678453    True  1117.757140
95   2.066667  -6.666667         0   False   177.794190
96   2.533333  -6.666667         0   False   379.593568
97   3.000000  -6.666667         0   False   375.502557
98   0.200000  -5.641026         0   False  1072.118412
99   0.666667  -5.641026  0.384911    True  1097.081467
100  1.133333  -5.641026         0   False   961.518440
101  1.600000  -5.641026  0.755746    True  1011.438894
102  2.066667  -5.641026         0   False   337.763586
103  2.533333  -5.641026         0   False   308.518453
104  3.000000  -5.641026         0   False   230.707766
105  0.200000  -4.615385  0.210726    True  1132.813715
106  0.666667  -4.615385         0   False  1046.440773
107  1.133333  -4.615385  0.719683   False   743.491456
108  1.600000  -4.615385   0.78456    True  1019.293156
109  2.066667  -4.615385   1.00091    True  1049.052663
110  2.533333  -4.615385         0   False   340.946531
111  3.000000  -4.615385  1.202424    True   550.536560
112  0.200000  -3.589744  0.316161    True  1064.935563
113  0.666667  -3.589744         0   False  1026.055836
114  1.133333  -3.589744         0   False   771.399423
115  1.600000  -3.589744  0.287583    True  1066.442093
116  2.066667  -3.589744         0   False   331.568977
117  2.533333  -3.589744         0   False   158.168695
118  3.000000  -3.589744         0   False    48.057749
119  0.200000  -2.564103         0   False  1077.015570
120  0.666667  -2.564103  0.373524    True  1150.927136
121  1.133333  -2.564103  0.321429   False   728.846575
122  1.600000  -2.564103  0.940612    True   834.708082
123  2.066667  -2.564103  0.945887    True   929.325247
124  2.533333  -2.564103         0   False   102.522363
125  3.000000  -2.564103         0   False   257.319249
126  0.200000  -1.538462         0   False  1109.553385
127  0.666667  -1.538462  0.293913    True  1128.165657
128  1.133333  -1.538462         0   False   948.841768
129  1.600000  -1.538462  0.669962    True   997.547553
130  2.066667  -1.538462  0.711676    True   830.698870
131  2.533333  -1.538462  0.656705    True   925.872036
132  3.000000  -1.538462         0   False   267.242990
133  0.200000  -0.512821         0   False  1084.329181
134  0.666667  -0.512821         0   False  1026.193492
135  1.133333  -0.512821  0.273008    True   993.655280
136  1.600000  -0.512821  0.347136    True   833.045622
137  2.066667  -0.512821  0.399354    True   695.009478
138  2.533333  -0.512821         0   False   112.314281
139  3.000000  -0.512821  0.740776    True   724.035969
140  0.200000   0.512821         0   False   792.316071
141  0.666667   0.512821         0   False   983.946578
142  1.133333   0.512821  0.453388    True   859.385495
143  1.600000   0.512821  0.481477    True   920.697605
144  2.066667   0.512821  0.216435    True  1010.743211
145  2.533333   0.512821         0   False   839.269949
146  3.000000   0.512821         0   False   212.676652
147  0.200000   1.538462         0   False   969.881929
148  0.666667   1.538462  0.366526    True  1085.108075
149  1.133333   1.538462  0.363522    True   865.291845
150  1.600000   1.538462  0.635211    True   908.753187
151  2.066667   1.538462         0   False   944.872931
152  2.533333   1.538462         0   False   782.993287
153  3.000000   1.538462         0   False   175.987426
154  0.200000   2.564103         0   False   934.382939
155  0.666667   2.564103         0   False   992.695043
156  1.133333   2.564103         0   False   760.339907
157  1.600000   2.564103         0   False   781.827394
158  2.066667   2.564103         0   False   831.876570
159  2.533333   2.564103         0   False   763.366301
160  3.000000   2.564103   0.52629   False   504.718276
161  0.200000   3.589744         0   False   925.422275
162  0.666667   3.589744  0.347877    True  1012.459346
163  1.133333   3.589744  0.256198    True   840.130970
164  1.600000   3.589744  0.525848    True   875.185077
165  2.066667   3.589744         0   False   784.603032
166  2.533333   3.589744         0   False   767.751966
167  3.000000   3.589744         0   False   567.964253
168  0.200000   4.615385         0   False  1043.277485
169  0.666667   4.615385  0.202041    True   800.455453
170  1.133333   4.615385         0   False   669.909869
171  1.600000   4.615385         0   False   838.726403
172  2.066667   4.615385         0   False   781.432862
173  2.533333   4.615385         0   False   597.016378
174  3.000000   4.615385         0   False   379.751353
175  0.200000   5.641026         0   False  1029.998649
176  0.666667   5.641026   0.31135    True  1005.260897
177  1.133333   5.641026  0.227273    True   834.339170
178  1.600000   5.641026         0   False   818.048470
179  2.066667   5.641026         0   False   778.606344
180  2.533333   5.641026         0   False   336.657270
181  3.000000   5.641026         0   False   106.334244
182  0.200000   6.666667         0   False   999.521484
183  0.666667   6.666667   0.22499    True  1011.294600
184  1.133333   6.666667         0   False   750.679081
185  1.600000   6.666667         0   False   860.541776
186  2.066667   6.666667         0   False   827.689792
187  2.533333   6.666667         0   False    27.693626
188  3.000000   6.666667         0   False   569.644024
189  0.200000   7.692308         0   False   953.783578
190  0.666667   7.692308         0   False   997.202931
191  1.133333   7.692308         0   False   692.041575
192  1.600000   7.692308         0   False   729.291184
193  2.066667   7.692308         0   False   783.696497
194  2.533333   7.692308         0   False   547.755915
195  3.000000   7.692308         0   False   637.215228
196  0.200000   8.717949         0   False   718.797606
197  0.666667   8.717949         0   False   645.583347
198  1.133333   8.717949         0   False   886.004465
199  1.600000   8.717949         0   False   734.359428
200  2.066667   8.717949         0   False   818.773567
201  2.533333   8.717949         0   False   413.593649
202  3.000000   8.717949         0   False   679.708344
203  0.200000   9.743590         0   False   610.285312
204  0.666667   9.743590         0   False   775.914139
205  1.133333   9.743590         0   False   715.265643
206  1.600000   9.743590         0   False   635.907808
207  2.066667   9.743590         0   False   675.605140
208  2.533333   9.743590         0   False   546.524064
209  3.000000   9.743590         0   False   559.960626
210  0.200000  10.769231         0   False   609.982098
211  0.666667  10.769231         0   False   669.064206
212  1.133333  10.769231         0   False   696.164301
213  1.600000  10.769231         0   False   691.050525
214  2.066667  10.769231         0   False   658.405446
215  2.533333  10.769231         0   False   395.731323
216  3.000000  10.769231         0   False   192.527309
217  0.200000  11.794872         0   False   560.918213
218  0.666667  11.794872         0   False   773.024076
219  1.133333  11.794872         0   False   662.565633
220  1.600000  11.794872         0   False   676.304407
221  2.066667  11.794872         0   False   703.078114
222  2.533333  11.794872         0   False   205.042305
223  3.000000  11.794872         0   False   160.020374
224  0.200000  12.820513         0   False     1.635681
225  0.666667  12.820513         0   False     1.649154
226  1.133333  12.820513         0   False    -3.715355
227  1.600000  12.820513         0   False    -5.075815
228  2.066667  12.820513         0   False    -7.264334
229  2.533333  12.820513         0   False   -11.351969
230  3.000000  12.820513         0   False    -6.552505
231  0.200000  13.846154         0   False     2.039101
232  0.666667  13.846154         0   False     1.283524
233  1.133333  13.846154         0   False    -3.738353
234  1.600000  13.846154         0   False    -5.960658
235  2.066667  13.846154         0   False    -5.641866
236  2.533333  13.846154         0   False    -6.847976
237  3.000000  13.846154         0   False    -6.365084
238  0.200000  14.871795         0   False     0.567520
239  0.666667  14.871795         0   False    -2.207849
240  1.133333  14.871795         0   False    -7.156686
241  1.600000  14.871795         0   False    -8.329818
242  2.066667  14.871795         0   False    -9.020468
243  2.533333  14.871795         0   False    -9.922460
244  3.000000  14.871795         0   False   -11.282850
245  0.200000  15.897436         0   False    -1.675764
246  0.666667  15.897436         0   False    -1.695105
247  1.133333  15.897436         0   False    -6.757445
248  1.600000  15.897436         0   False    -4.937898
249  2.066667  15.897436         0   False    -7.862705
250  2.533333  15.897436         0   False    -8.693177
251  3.000000  15.897436         0   False   -11.081624
252  0.200000  16.923077         0   False    -4.290804
253  0.666667  16.923077         0   False    -3.404597
254  1.133333  16.923077         0   False    -7.196275
255  1.600000  16.923077         0   False    -7.132455
256  2.066667  16.923077         0   False    -9.463116
257  2.533333  16.923077         0   False    -9.556990
258  3.000000  16.923077         0   False   -10.681154
259  0.200000  17.948718         0   False    -4.422556
260  0.666667  17.948718         0   False    -3.079690
261  1.133333  17.948718         0   False    -8.317771
262  1.600000  17.948718         0   False    -7.698935
263  2.066667  17.948718         0   False   -10.924346
264  2.533333  17.948718         0   False   -10.299892
265  3.000000  17.948718         0   False    -8.110038
266  0.200000  18.974359         0   False    -4.381492
267  0.666667  18.974359         0   False    -3.661017
268  1.133333  18.974359         0   False    -7.966183
269  1.600000  18.974359         0   False    -8.107888
270  2.066667  18.974359         0   False   -10.307461
271  2.533333  18.974359         0   False   -11.330006
272  3.000000  18.974359         0   False    -9.525625
273  0.200000  20.000000         0   False    -6.415680
274  0.666667  20.000000         0   False    -5.147784
275  1.133333  20.000000         0   False    -6.788794
276  1.600000  20.000000         0   False   -10.109506
277  2.066667  20.000000         0   False    -9.774036
278  2.533333  20.000000         0   False    -6.070851
279  3.000000  20.000000         0   False   -13.126224
