Failed attempts: 228
Total attempts: 280
Success rate: 0.18571428571428572
Max speed: 1.5732485003572307
Demo cases: 
        Speed      Angle  Distance Success       Reward
0    0.200000 -20.000000         0   False    -5.577612
1    0.666667 -20.000000         0   False    -6.371787
2    1.133333 -20.000000         0   False    -9.774642
3    1.600000 -20.000000         0   False    -9.201059
4    2.066667 -20.000000         0   False    -9.773494
5    2.533333 -20.000000         0   False   -10.780292
6    3.000000 -20.000000         0   False   -10.686163
7    0.200000 -18.974359         0   False    -5.360659
8    0.666667 -18.974359         0   False    -6.258687
9    1.133333 -18.974359         0   False   -10.210733
10   1.600000 -18.974359         0   False    -9.821674
11   2.066667 -18.974359         0   False    -9.833948
12   2.533333 -18.974359         0   False   -10.806369
13   3.000000 -18.974359         0   False   -10.649641
14   0.200000 -17.948718         0   False    -4.368279
15   0.666667 -17.948718         0   False    -5.817341
16   1.133333 -17.948718         0   False    -8.453606
17   1.600000 -17.948718         0   False    -8.836407
18   2.066667 -17.948718         0   False    -9.233386
19   2.533333 -17.948718         0   False    -9.095427
20   3.000000 -17.948718         0   False   -12.364405
21   0.200000 -16.923077         0   False    -4.639250
22   0.666667 -16.923077         0   False    -4.373715
23   1.133333 -16.923077         0   False    -7.982918
24   1.600000 -16.923077         0   False    -9.271023
25   2.066667 -16.923077         0   False    -9.541558
26   2.533333 -16.923077         0   False   -11.563190
27   3.000000 -16.923077         0   False   -10.681911
28   0.200000 -15.897436         0   False    -4.806868
29   0.666667 -15.897436         0   False    -1.167027
30   1.133333 -15.897436         0   False    -8.400009
31   1.600000 -15.897436         0   False    -7.218083
32   2.066667 -15.897436         0   False    -7.275700
33   2.533333 -15.897436         0   False    -7.426851
34   3.000000 -15.897436         0   False    -6.467230
35   0.200000 -14.871795         0   False     1.915449
36   0.666667 -14.871795         0   False    -3.472317
37   1.133333 -14.871795         0   False    -4.839547
38   1.600000 -14.871795         0   False    -4.755266
39   2.066667 -14.871795         0   False    -7.604180
40   2.533333 -14.871795         0   False    -6.964547
41   3.000000 -14.871795         0   False    -8.985788
42   0.200000 -13.846154         0   False     3.719082
43   0.666667 -13.846154         0   False    -1.576214
44   1.133333 -13.846154         0   False    -3.483978
45   1.600000 -13.846154         0   False    -5.155810
46   2.066667 -13.846154         0   False    -4.678529
47   2.533333 -13.846154         0   False   561.880746
48   3.000000 -13.846154         0   False    -5.954413
