demo type,cmd speed,angle,mean speed,noise level,resolution,success,max range,trial_no,steps taken
vel_diff,0.1,,0.11437303586883656,,,True,,,94.0
vel_diff,0.15000000000000002,,0.15350905273895585,,,True,,,41.0
vel_diff,0.2,,0.19895485922378953,,,True,,,57.0
vel_diff,0.25,,0.2193532212724932,,,True,,,68.0
vel_diff,0.30000000000000004,,0.2684207372985831,,,True,,,61.0
vel_diff,0.35,,0.30671486397492465,,,True,,,84.0
vel_diff,0.4,,0.3881520770472175,,,True,,,86.0
vel_diff,0.45000000000000007,,0.45752127197963716,,,True,,,67.0
vel_diff,0.5,,0.4229126470373483,,,True,,,81.0
vel_diff,0.55,,0.49100964840126826,,,True,,,75.0
vel_diff,0.6,,0.536656267722612,,,True,,,103.0
vel_diff,0.65,,0.6034097813266956,,,True,,,78.0
vel_diff,0.7000000000000001,,0.633131350078522,,,True,,,71.0
vel_diff,0.75,,0.6761541151195234,,,True,,,89.0
vel_diff,0.8,,0.7379844272304367,,,True,,,92.0
vel_diff,0.85,,0.7873526683511851,,,True,,,81.0
vel_diff,0.9,,0.8551449957696399,,,True,,,81.0
vel_diff,0.9500000000000001,,0.9091416662987616,,,True,,,90.0
vel_diff,1.0,,0.9483641010188582,,,True,,,89.0
vel_diff,1.05,,0.9792501199936737,,,True,,,90.0
vel_diff,1.1,,1.0309041514845636,,,True,,,81.0
vel_diff,1.1500000000000001,,1.103199807862428,,,True,,,93.0
vel_diff,1.2000000000000002,,1.0955445250604208,,,True,,,89.0
vel_diff,1.2500000000000002,,1.1388710224835155,,,True,,,72.0
vel_diff,1.3000000000000003,,1.1868844907799119,,,True,,,106.0
vel_diff,1.35,,1.221051696685223,,,True,,,101.0
vel_diff,1.4000000000000001,,1.2712562289918177,,,True,,,114.0
vel_diff,1.4500000000000002,,1.2974883666139538,,,True,,,85.0
vel_diff,1.5000000000000002,,1.345958122629619,,,True,,,102.0
vel_diff,1.5500000000000003,,1.3678122131175658,,,True,,,96.0
vel_diff,1.6,,1.38593187965347,,,True,,,90.0
vel_diff,1.6500000000000001,,1.4314828537159832,,,True,,,85.0
vel_diff,1.7000000000000002,,1.455314585387028,,,True,,,96.0
vel_diff,1.7500000000000002,,1.4636282986109834,,,True,,,79.0
vel_diff,1.8000000000000003,,1.4942257608531673,,,True,,,107.0
vel_diff,1.85,,1.5480970139944943,,,True,,,77.0
vel_diff,1.9000000000000001,,1.5949772501178605,,,True,,,81.0
vel_diff,1.9500000000000002,,1.6031725235545202,,,True,,,64.0
vel_diff,2.0,,1.597296844886556,,,True,,,59.0
vel_diff,2.0500000000000003,,1.6496947177433134,,,True,,,85.0
vel_diff,2.1,,1.666375871679333,,,True,,,77.0
