Speed Value,Angle,Ground Noise,Mean Speed,Success,Reward
1.5,-10.0,0.001,2.3722493527090087,True,1160.4765126594027
1.5,-8.947368421052632,0.001,1.38726477121023,True,838.409550929021
1.5,-7.894736842105265,0.001,2.799814286725093,True,959.0289616045853
1.5,-6.842105263157895,0.001,2.4146062892731885,True,1022.8084049644552
1.5,-5.7894736842105265,0.001,1.531046403270083,True,977.82887495678
1.5,-4.736842105263158,0.001,1.602885705757803,True,882.8131367512372
1.5,-3.68421052631579,0.001,1.6819446448197075,True,1047.3861509671003
1.5,-2.6315789473684212,0.001,1.3592680575456564,True,889.953006647056
1.5,-1.578947368421053,0.001,1.1051240063339796,True,754.5128492125309
1.5,-0.526315789473685,0.001,1.4022792918042546,True,676.3504324458645
1.5,0.5263157894736833,0.001,1.0952697215504097,True,643.1284585721347
1.5,1.5789473684210513,0.001,1.0218029179098442,True,663.1255437213129
1.5,2.6315789473684212,0.001,0.0,False,-114.57702607467137
1.5,3.68421052631579,0.001,0.9156938406140611,True,695.4929227649566
1.5,4.7368421052631575,0.001,1.0385236715627064,True,696.6746457887907
1.5,5.789473684210526,0.001,0.8322285381582928,True,543.6221658671592
1.5,6.842105263157894,0.001,-3.618868674875949,False,-81.57847188089487
1.5,7.894736842105265,0.001,0.9918692060910477,True,429.1891045122508
1.5,8.947368421052632,0.001,0.6734417166904874,True,449.76921288312775
1.5,10.0,0.001,0.5163393427859695,True,315.9237408638315
