Speed,Angle,Distance,Success,Reward
0.3,-15.0,0.7,True,1156.741817059097
0.6,-15.0,0.61,True,1231.3959357387944
0.9,-15.0,0.59,True,1289.8936427542433
1.2,-15.0,0.66,True,1236.0615419988317
1.5,-15.0,0.84,True,1136.503648700703
1.8,-15.0,0.86,True,1172.0127999426913
2.1,-15.0,0.33,True,975.719103528141
2.4,-15.0,0.0,False,136.50891187222618
2.7,-15.0,0.0,False,344.2305784109725
3.0,-15.0,0.11,True,731.3008157683679
0.3,-14.49,0.56,True,1181.2617517556532
0.6,-14.49,0.73,True,1220.4814169124522
0.9,-14.49,0.81,True,1319.8840450707794
1.2,-14.49,0.88,True,1304.0353672015422
1.5,-14.49,0.58,True,1109.1640101097619
1.8,-14.49,0.7,True,1092.7001238481766
2.1,-14.49,0.5,True,1063.7897328095735
2.4,-14.49,0.54,True,1201.9425994867047
2.7,-14.49,0.0,False,373.52678857133134
3.0,-14.49,0.0,False,234.141723637712
0.3,-13.98,0.62,True,1230.9335790350883
0.6,-13.98,0.51,True,1217.5748288693221
0.9,-13.98,0.48,True,1346.8207057811064
1.2,-13.98,0.72,True,1161.7006703568238
1.5,-13.98,0.31,True,1068.6926737547267
1.8,-13.98,0.38,True,1274.2182991972252
2.1,-13.98,0.47,True,1167.2938328645805
2.4,-13.98,0.67,True,1018.9915437350679
2.7,-13.98,0.63,True,878.3638414394849
3.0,-13.98,0.36,True,700.2085030975918
0.3,-13.47,0.63,True,1190.2487501356845
0.6,-13.47,0.39,True,1494.710771708516
0.9,-13.47,0.47,True,1339.081686727609
1.2,-13.47,0.34,True,967.9995233176194
1.5,-13.47,0.65,True,1327.5318390916557
1.8,-13.47,0.77,True,1273.1312336251374
2.1,-13.47,0.78,True,1104.599662483672
2.4,-13.47,0.0,False,305.33940377277276
2.7,-13.47,0.0,False,79.06071577920025
3.0,-13.47,0.0,False,7.343772011277872
0.3,-12.97,0.62,True,1248.4553150683691
