Episode,Total Reward,Termination Step
1,-38.42649841308594,18
2,-37.91563415527344,12
3,-35.48223876953125,44
4,-37.91552734375,20
5,-84.64697265625,52
6,-28.078781127929688,41
7,-14.886165618896484,32
8,-35.074676513671875,20
9,-41.2379264831543,25
10,-32.93168640136719,37
11,-39.6952018737793,10
12,-41.59810256958008,31
13,-38.688621520996094,28
14,-36.05377197265625,18
15,-40.66480255126953,14
16,-44.536102294921875,8
17,-36.39105224609375,32
18,-47.57558822631836,38
19,-30.599578857421875,38
20,-42.25177001953125,25
21,-34.08644485473633,24
22,-42.55012893676758,12
23,-42.04545211791992,21
24,-29.237709045410156,25
25,-46.822166442871094,40
26,-40.68841552734375,18
27,-30.643930435180664,21
28,-30.91008186340332,28
29,-44.26473617553711,16
30,-37.59341049194336,58
31,-35.916236877441406,15
32,-46.26799011230469,27
33,-45.59422302246094,16
34,-36.24138259887695,30
35,-41.09204864501953,31
36,-48.78768539428711,32
37,-64.26734161376953,17
38,-44.67797088623047,8
39,-45.6405143737793,32
40,-50.09787368774414,26
41,-10.360973358154297,106
42,-57.0594367980957,28
43,-42.605587005615234,53
44,-49.66696548461914,47
45,-45.18271255493164,70
46,-31.221731185913086,29
47,-18.990631103515625,43
48,-37.75909423828125,45
49,-44.74168014526367,23
50,-93.6182861328125,30
51,-50.562191009521484,69
52,-29.47907066345215,35
53,-36.65678405761719,19
54,-0.5645103454589844,59
55,-38.55547332763672,13
56,-23.344770431518555,70
57,-43.23959732055664,8
58,-36.375762939453125,31
59,-39.49457931518555,21
60,-37.920047760009766,20
61,-31.467803955078125,23
62,-31.200454711914062,29
63,-34.15460968017578,18
64,-41.24360656738281,9
65,-49.192169189453125,34
66,-39.45870590209961,11
67,-11.341987609863281,52
68,-74.17840576171875,69
69,-27.074106216430664,36
70,-47.198062896728516,28
71,-37.98356628417969,25
72,-38.51941680908203,32
73,-41.5218620300293,35
74,-38.08268737792969,16
75,-43.5331916809082,11
76,-37.583072662353516,10
77,-36.97862243652344,14
78,-40.57725524902344,9
79,-43.17987060546875,23
80,-37.311981201171875,13
81,-42.830142974853516,12
82,-46.793846130371094,50
83,-41.01616668701172,13
84,-28.751474380493164,77
85,-21.132583618164062,44
86,-35.715362548828125,24
87,-57.62713623046875,70
88,-14.012561798095703,65
89,-49.757118225097656,28
90,-55.897216796875,53
91,-49.268375396728516,34
92,-47.30768966674805,31
93,-79.52162170410156,100
94,-47.00111389160156,27
95,-44.113563537597656,9
96,-24.486942291259766,25
97,-51.81005096435547,78
98,-22.1329288482666,61
99,-53.26464080810547,31
100,-44.794189453125,25
101,-24.906944274902344,26
102,-30.789840698242188,23
103,-76.43364715576172,57
104,-42.13674545288086,16
105,-39.743080139160156,11
106,-39.69670867919922,35
107,-29.45642852783203,103
108,-43.6102180480957,7
109,-34.60416793823242,14
110,-43.063419342041016,12
111,-63.434120178222656,15
112,-29.094013214111328,40
113,-35.807472229003906,12
114,-40.66273880004883,12
115,-40.440059661865234,20
116,-36.220916748046875,20
117,-30.241804122924805,28
118,-22.38945198059082,40
119,-41.66942596435547,10
120,-32.77352523803711,26
121,-47.30644226074219,32
122,-27.035442352294922,32
123,-19.491485595703125,49
124,-39.34059143066406,27
125,-20.908660888671875,53
126,-39.210750579833984,26
127,-33.301021575927734,19
128,-43.359466552734375,16
129,-36.415157318115234,13
130,-34.80905532836914,13
131,-39.32672119140625,25
132,-42.22562789916992,9
133,-45.50895690917969,28
134,-42.65371322631836,10
135,-40.17764663696289,10
136,-34.739707946777344,14
137,-15.624114990234375,54
138,-34.975555419921875,19
139,-68.87300109863281,71
140,-41.068153381347656,31
141,-41.09807205200195,10
142,-21.79537582397461,50
143,-38.32823944091797,27
144,-42.06962585449219,12
145,-17.954072952270508,28
146,-36.37527084350586,21
